nohup: ignoring input
[1] order5big_0014: THEOREM (60.4s)  running={'THEOREM': 1}
[216] order5big_4201: THEOREM (75.9s)  running={'THEOREM': 211, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[217] order5big_4221: THEOREM (62.9s)  running={'THEOREM': 212, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[218] order5big_4239: THEOREM (60.2s)  running={'THEOREM': 213, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[219] order5big_4266: THEOREM (60.6s)  running={'THEOREM': 214, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[220] order5big_4282: THEOREM (60.9s)  running={'THEOREM': 215, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[221] order5big_4305: THEOREM (60.3s)  running={'THEOREM': 216, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[222] order5big_4341: THEOREM (60.2s)  running={'THEOREM': 217, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[223] order5big_4373: THEOREM (60.6s)  running={'THEOREM': 218, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[224] order5big_4392: THEOREM (60.2s)  running={'THEOREM': 219, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[225] order5big_4407: THEOREM (60.2s)  running={'THEOREM': 220, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[226] order5big_4426: THEOREM (60.3s)  running={'THEOREM': 221, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[227] order5big_4445: THEOREM (60.2s)  running={'THEOREM': 222, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[228] order5big_4463: THEOREM (60.2s)  running={'THEOREM': 223, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[229] order5big_4477: THEOREM (60.6s)  running={'THEOREM': 224, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[230] order5big_4499: THEOREM (60.4s)  running={'THEOREM': 225, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[231] order5big_4520: THEOREM (62.0s)  running={'THEOREM': 226, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[232] order5big_4535: THEOREM (60.3s)  running={'THEOREM': 227, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[233] order5big_4565: THEOREM (73.1s)  running={'THEOREM': 228, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[234] order5big_4592: THEOREM (60.2s)  running={'THEOREM': 229, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[235] order5big_4614: THEOREM (84.2s)  running={'THEOREM': 230, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[236] order5big_4628: THEOREM (60.7s)  running={'THEOREM': 231, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[237] order5big_4655: THEOREM (210.6s)  running={'THEOREM': 232, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[238] order5big_4683: THEOREM (60.4s)  running={'THEOREM': 233, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[239] order5big_4700: THEOREM (60.2s)  running={'THEOREM': 234, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[240] order5big_4717: THEOREM (60.2s)  running={'THEOREM': 235, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[241] order5big_4730: THEOREM (73.2s)  running={'THEOREM': 236, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[242] order5big_4744: THEOREM (62.0s)  running={'THEOREM': 237, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[243] order5big_4768: THEOREM (63.5s)  running={'THEOREM': 238, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[244] order5big_4790: THEOREM (60.2s)  running={'THEOREM': 239, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[245] order5big_4824: THEOREM (60.2s)  running={'THEOREM': 240, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[246] order5big_4844: THEOREM (60.2s)  running={'THEOREM': 241, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[247] order5big_4864: THEOREM (60.1s)  running={'THEOREM': 242, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[248] order5big_4882: THEOREM (60.6s)  running={'THEOREM': 243, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[249] order5big_4896: THEOREM (60.2s)  running={'THEOREM': 244, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[250] order5big_4920: THEOREM (60.2s)  running={'THEOREM': 245, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[251] order5big_4945: THEOREM (60.2s)  running={'THEOREM': 246, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[252] order5big_4966: THEOREM (60.1s)  running={'THEOREM': 247, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[253] order5big_4983: THEOREM (60.2s)  running={'THEOREM': 248, 'HARD_NONLINEAR': 2, 'SOLVED_FMB': 3}
[254] order5big_4998: HARD_NONLINEAR (60.1s)  running={'THEOREM': 248, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[255] order5big_5029: THEOREM (60.1s)  running={'THEOREM': 249, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[256] order5big_5048: THEOREM (61.6s)  running={'THEOREM': 250, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[257] order5big_5070: THEOREM (60.2s)  running={'THEOREM': 251, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[258] order5big_5094: THEOREM (60.2s)  running={'THEOREM': 252, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[259] order5big_5117: THEOREM (60.1s)  running={'THEOREM': 253, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[260] order5big_5133: THEOREM (60.2s)  running={'THEOREM': 254, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[261] order5big_5152: THEOREM (60.5s)  running={'THEOREM': 255, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[262] order5big_5192: THEOREM (60.2s)  running={'THEOREM': 256, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[263] order5big_5210: THEOREM (72.2s)  running={'THEOREM': 257, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[264] order5big_5235: THEOREM (63.6s)  running={'THEOREM': 258, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[265] order5big_5248: THEOREM (60.2s)  running={'THEOREM': 259, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[266] order5big_5265: THEOREM (60.2s)  running={'THEOREM': 260, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[267] order5big_5287: THEOREM (60.3s)  running={'THEOREM': 261, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[268] order5big_5311: THEOREM (60.2s)  running={'THEOREM': 262, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[269] order5big_5341: THEOREM (0.8s)  running={'THEOREM': 263, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[270] order5big_5358: THEOREM (60.2s)  running={'THEOREM': 264, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[271] order5big_5377: THEOREM (2.4s)  running={'THEOREM': 265, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[272] order5big_5398: THEOREM (60.6s)  running={'THEOREM': 266, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[273] order5big_5429: THEOREM (60.2s)  running={'THEOREM': 267, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[274] order5big_5444: THEOREM (62.0s)  running={'THEOREM': 268, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[275] order5big_5457: THEOREM (60.2s)  running={'THEOREM': 269, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[276] order5big_5475: THEOREM (69.2s)  running={'THEOREM': 270, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[277] order5big_5506: THEOREM (60.3s)  running={'THEOREM': 271, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[278] order5big_5522: THEOREM (60.6s)  running={'THEOREM': 272, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[279] order5big_5533: THEOREM (65.3s)  running={'THEOREM': 273, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[280] order5big_5560: THEOREM (60.6s)  running={'THEOREM': 274, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[281] order5big_5585: THEOREM (60.2s)  running={'THEOREM': 275, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[282] order5big_5596: THEOREM (72.7s)  running={'THEOREM': 276, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[283] order5big_5614: THEOREM (60.2s)  running={'THEOREM': 277, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[284] order5big_5637: THEOREM (65.1s)  running={'THEOREM': 278, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[285] order5big_5658: THEOREM (60.6s)  running={'THEOREM': 279, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[286] order5big_5676: THEOREM (100.9s)  running={'THEOREM': 280, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[287] order5big_5690: THEOREM (60.6s)  running={'THEOREM': 281, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[288] order5big_5714: THEOREM (60.2s)  running={'THEOREM': 282, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[289] order5big_5748: THEOREM (60.1s)  running={'THEOREM': 283, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[290] order5big_5767: THEOREM (60.5s)  running={'THEOREM': 284, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[291] order5big_5785: THEOREM (60.2s)  running={'THEOREM': 285, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[292] order5big_5807: THEOREM (72.9s)  running={'THEOREM': 286, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[293] order5big_5832: THEOREM (60.7s)  running={'THEOREM': 287, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[294] order5big_5851: THEOREM (64.8s)  running={'THEOREM': 288, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[295] order5big_5871: THEOREM (60.2s)  running={'THEOREM': 289, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[296] order5big_5893: THEOREM (60.2s)  running={'THEOREM': 290, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[297] order5big_5907: THEOREM (60.2s)  running={'THEOREM': 291, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[298] order5big_5934: THEOREM (61.6s)  running={'THEOREM': 292, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[299] order5big_5955: THEOREM (60.2s)  running={'THEOREM': 293, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[300] order5big_5981: THEOREM (60.2s)  running={'THEOREM': 294, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[301] order5big_6011: THEOREM (60.2s)  running={'THEOREM': 295, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[302] order5big_6035: THEOREM (73.0s)  running={'THEOREM': 296, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[303] order5big_6066: THEOREM (0.7s)  running={'THEOREM': 297, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[304] order5big_6079: THEOREM (60.4s)  running={'THEOREM': 298, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[305] order5big_6101: THEOREM (65.2s)  running={'THEOREM': 299, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[306] order5big_6124: THEOREM (0.9s)  running={'THEOREM': 300, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[307] order5big_6149: THEOREM (60.7s)  running={'THEOREM': 301, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[308] order5big_6168: THEOREM (60.2s)  running={'THEOREM': 302, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[309] order5big_6190: THEOREM (60.4s)  running={'THEOREM': 303, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 3}
[310] order5big_6216: SOLVED_FMB (0.1s)  running={'THEOREM': 303, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[311] order5big_6242: THEOREM (60.2s)  running={'THEOREM': 304, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[312] order5big_6264: THEOREM (60.2s)  running={'THEOREM': 305, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[313] order5big_6286: THEOREM (61.3s)  running={'THEOREM': 306, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[314] order5big_6300: THEOREM (60.2s)  running={'THEOREM': 307, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[315] order5big_6327: THEOREM (60.3s)  running={'THEOREM': 308, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[316] order5big_6345: THEOREM (60.2s)  running={'THEOREM': 309, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[317] order5big_6370: THEOREM (60.7s)  running={'THEOREM': 310, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[318] order5big_6404: THEOREM (60.5s)  running={'THEOREM': 311, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[319] order5big_6439: THEOREM (60.2s)  running={'THEOREM': 312, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[320] order5big_6457: THEOREM (60.3s)  running={'THEOREM': 313, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[321] order5big_6475: THEOREM (60.3s)  running={'THEOREM': 314, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[322] order5big_6490: THEOREM (60.5s)  running={'THEOREM': 315, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[323] order5big_6508: THEOREM (60.2s)  running={'THEOREM': 316, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[324] order5big_6527: THEOREM (60.2s)  running={'THEOREM': 317, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[325] order5big_6545: THEOREM (60.2s)  running={'THEOREM': 318, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[326] order5big_6568: THEOREM (60.2s)  running={'THEOREM': 319, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[327] order5big_6591: THEOREM (60.2s)  running={'THEOREM': 320, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[328] order5big_6615: THEOREM (60.2s)  running={'THEOREM': 321, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[329] order5big_6638: THEOREM (202.8s)  running={'THEOREM': 322, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[330] order5big_6676: THEOREM (60.4s)  running={'THEOREM': 323, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[331] order5big_6698: THEOREM (60.6s)  running={'THEOREM': 324, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[332] order5big_6711: THEOREM (60.6s)  running={'THEOREM': 325, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[333] order5big_6741: THEOREM (60.6s)  running={'THEOREM': 326, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 4}
[334] order5big_6762: SOLVED_FMB (0.1s)  running={'THEOREM': 326, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[335] order5big_6775: THEOREM (60.2s)  running={'THEOREM': 327, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[336] order5big_6800: THEOREM (60.2s)  running={'THEOREM': 328, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[337] order5big_6824: THEOREM (60.4s)  running={'THEOREM': 329, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[338] order5big_6840: THEOREM (60.2s)  running={'THEOREM': 330, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[339] order5big_6853: THEOREM (72.3s)  running={'THEOREM': 331, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[340] order5big_6867: THEOREM (60.1s)  running={'THEOREM': 332, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[341] order5big_6892: THEOREM (60.2s)  running={'THEOREM': 333, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[342] order5big_6913: THEOREM (60.1s)  running={'THEOREM': 334, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[343] order5big_6929: THEOREM (72.6s)  running={'THEOREM': 335, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[344] order5big_6950: THEOREM (60.2s)  running={'THEOREM': 336, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[345] order5big_6963: THEOREM (60.2s)  running={'THEOREM': 337, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[346] order5big_6974: THEOREM (60.2s)  running={'THEOREM': 338, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[347] order5big_6989: THEOREM (60.2s)  running={'THEOREM': 339, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[348] order5big_7008: THEOREM (60.3s)  running={'THEOREM': 340, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[349] order5big_7028: THEOREM (60.2s)  running={'THEOREM': 341, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[350] order5big_7057: THEOREM (60.2s)  running={'THEOREM': 342, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[351] order5big_7073: THEOREM (61.3s)  running={'THEOREM': 343, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[352] order5big_7106: THEOREM (42.8s)  running={'THEOREM': 344, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[353] order5big_7120: THEOREM (0.1s)  running={'THEOREM': 345, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[354] order5big_7140: THEOREM (60.5s)  running={'THEOREM': 346, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[355] order5big_7153: THEOREM (60.4s)  running={'THEOREM': 347, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[356] order5big_7166: THEOREM (60.7s)  running={'THEOREM': 348, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[357] order5big_7186: THEOREM (60.2s)  running={'THEOREM': 349, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[358] order5big_7202: THEOREM (62.1s)  running={'THEOREM': 350, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[359] order5big_7226: THEOREM (60.4s)  running={'THEOREM': 351, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[360] order5big_7245: THEOREM (60.2s)  running={'THEOREM': 352, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[361] order5big_7269: THEOREM (60.2s)  running={'THEOREM': 353, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[362] order5big_7290: THEOREM (60.1s)  running={'THEOREM': 354, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[363] order5big_7313: THEOREM (1.0s)  running={'THEOREM': 355, 'HARD_NONLINEAR': 3, 'SOLVED_FMB': 5}
[364] order5big_7333: HARD_NONLINEAR (120.1s)  running={'THEOREM': 355, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[365] order5big_7352: THEOREM (62.8s)  running={'THEOREM': 356, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[366] order5big_7370: THEOREM (60.2s)  running={'THEOREM': 357, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[367] order5big_7387: THEOREM (61.3s)  running={'THEOREM': 358, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[368] order5big_7413: THEOREM (2.0s)  running={'THEOREM': 359, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[369] order5big_7444: THEOREM (60.4s)  running={'THEOREM': 360, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[370] order5big_7477: THEOREM (60.2s)  running={'THEOREM': 361, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[371] order5big_7495: THEOREM (2.4s)  running={'THEOREM': 362, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[372] order5big_7517: THEOREM (60.2s)  running={'THEOREM': 363, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[373] order5big_7542: THEOREM (60.2s)  running={'THEOREM': 364, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[374] order5big_7561: THEOREM (60.2s)  running={'THEOREM': 365, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[375] order5big_7580: THEOREM (60.2s)  running={'THEOREM': 366, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[376] order5big_7594: THEOREM (60.7s)  running={'THEOREM': 367, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[377] order5big_7618: THEOREM (60.2s)  running={'THEOREM': 368, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[378] order5big_7632: THEOREM (60.4s)  running={'THEOREM': 369, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[379] order5big_7658: THEOREM (64.6s)  running={'THEOREM': 370, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[380] order5big_7688: THEOREM (60.6s)  running={'THEOREM': 371, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[381] order5big_7708: THEOREM (60.2s)  running={'THEOREM': 372, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[382] order5big_7725: THEOREM (60.2s)  running={'THEOREM': 373, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[383] order5big_7739: THEOREM (62.7s)  running={'THEOREM': 374, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[384] order5big_7754: THEOREM (60.2s)  running={'THEOREM': 375, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[385] order5big_7775: THEOREM (60.5s)  running={'THEOREM': 376, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[386] order5big_7793: THEOREM (60.2s)  running={'THEOREM': 377, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[387] order5big_7810: THEOREM (60.4s)  running={'THEOREM': 378, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[388] order5big_7828: THEOREM (62.0s)  running={'THEOREM': 379, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[389] order5big_7850: THEOREM (60.2s)  running={'THEOREM': 380, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[390] order5big_7876: THEOREM (62.9s)  running={'THEOREM': 381, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[391] order5big_7901: THEOREM (60.2s)  running={'THEOREM': 382, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[392] order5big_7925: THEOREM (60.2s)  running={'THEOREM': 383, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[393] order5big_7955: THEOREM (60.2s)  running={'THEOREM': 384, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[394] order5big_7982: THEOREM (60.2s)  running={'THEOREM': 385, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[395] order5big_8000: THEOREM (62.0s)  running={'THEOREM': 386, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[396] order5big_8019: THEOREM (60.3s)  running={'THEOREM': 387, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
[397] order5big_8043: THEOREM (60.2s)  running={'THEOREM': 388, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
done: 397 new rows -> paper/results/bench_shard_6.jsonl; tiers={'THEOREM': 388, 'HARD_NONLINEAR': 4, 'SOLVED_FMB': 5}
