nohup: ignoring input
[1] order5big_0008: LINEAR (0.0s)  running={'LINEAR': 1}
[706] order5big_5648: LINEAR (0.0s)  running={'LINEAR': 404, 'THEOREM': 278, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[707] order5big_5656: LINEAR (0.0s)  running={'LINEAR': 405, 'THEOREM': 278, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[708] order5big_5664: LINEAR (0.0s)  running={'LINEAR': 406, 'THEOREM': 278, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[709] order5big_5672: THEOREM (60.2s)  running={'LINEAR': 406, 'THEOREM': 279, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[710] order5big_5680: THEOREM (60.2s)  running={'LINEAR': 406, 'THEOREM': 280, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[711] order5big_5688: THEOREM (60.3s)  running={'LINEAR': 406, 'THEOREM': 281, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[712] order5big_5696: LINEAR (0.0s)  running={'LINEAR': 407, 'THEOREM': 281, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[713] order5big_5704: THEOREM (60.2s)  running={'LINEAR': 407, 'THEOREM': 282, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[714] order5big_5712: THEOREM (60.1s)  running={'LINEAR': 407, 'THEOREM': 283, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[715] order5big_5720: THEOREM (60.4s)  running={'LINEAR': 407, 'THEOREM': 284, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[716] order5big_5728: THEOREM (0.9s)  running={'LINEAR': 407, 'THEOREM': 285, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[717] order5big_5736: LINEAR (0.0s)  running={'LINEAR': 408, 'THEOREM': 285, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[718] order5big_5744: LINEAR (0.0s)  running={'LINEAR': 409, 'THEOREM': 285, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[719] order5big_5752: THEOREM (60.2s)  running={'LINEAR': 409, 'THEOREM': 286, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[720] order5big_5760: LINEAR (0.0s)  running={'LINEAR': 410, 'THEOREM': 286, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[721] order5big_5768: LINEAR (0.0s)  running={'LINEAR': 411, 'THEOREM': 286, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[722] order5big_5776: THEOREM (60.2s)  running={'LINEAR': 411, 'THEOREM': 287, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[723] order5big_5784: THEOREM (60.5s)  running={'LINEAR': 411, 'THEOREM': 288, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[724] order5big_5792: LINEAR (0.0s)  running={'LINEAR': 412, 'THEOREM': 288, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[725] order5big_5800: LINEAR (0.0s)  running={'LINEAR': 413, 'THEOREM': 288, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[726] order5big_5808: LINEAR (0.0s)  running={'LINEAR': 414, 'THEOREM': 288, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[727] order5big_5816: LINEAR (0.0s)  running={'LINEAR': 415, 'THEOREM': 288, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[728] order5big_5824: LINEAR (0.0s)  running={'LINEAR': 416, 'THEOREM': 288, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[729] order5big_5832: THEOREM (60.6s)  running={'LINEAR': 416, 'THEOREM': 289, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[730] order5big_5840: LINEAR (0.0s)  running={'LINEAR': 417, 'THEOREM': 289, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[731] order5big_5848: THEOREM (60.5s)  running={'LINEAR': 417, 'THEOREM': 290, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[732] order5big_5856: THEOREM (60.2s)  running={'LINEAR': 417, 'THEOREM': 291, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[733] order5big_5864: LINEAR (0.0s)  running={'LINEAR': 418, 'THEOREM': 291, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[734] order5big_5872: LINEAR (0.1s)  running={'LINEAR': 419, 'THEOREM': 291, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[735] order5big_5880: LINEAR (0.0s)  running={'LINEAR': 420, 'THEOREM': 291, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[736] order5big_5888: THEOREM (60.4s)  running={'LINEAR': 420, 'THEOREM': 292, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[737] order5big_5896: LINEAR (0.0s)  running={'LINEAR': 421, 'THEOREM': 292, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[738] order5big_5904: THEOREM (60.2s)  running={'LINEAR': 421, 'THEOREM': 293, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[739] order5big_5912: LINEAR (0.0s)  running={'LINEAR': 422, 'THEOREM': 293, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[740] order5big_5920: THEOREM (60.3s)  running={'LINEAR': 422, 'THEOREM': 294, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[741] order5big_5928: LINEAR (0.0s)  running={'LINEAR': 423, 'THEOREM': 294, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[742] order5big_5936: LINEAR (0.0s)  running={'LINEAR': 424, 'THEOREM': 294, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[743] order5big_5944: LINEAR (0.0s)  running={'LINEAR': 425, 'THEOREM': 294, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[744] order5big_5952: THEOREM (60.4s)  running={'LINEAR': 425, 'THEOREM': 295, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[745] order5big_5960: LINEAR (0.0s)  running={'LINEAR': 426, 'THEOREM': 295, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[746] order5big_5968: LINEAR (0.0s)  running={'LINEAR': 427, 'THEOREM': 295, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[747] order5big_5976: THEOREM (60.6s)  running={'LINEAR': 427, 'THEOREM': 296, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 6}
[748] order5big_5984: SOLVED_FMB (12.7s)  running={'LINEAR': 427, 'THEOREM': 296, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 6}
[749] order5big_5992: LINEAR (0.0s)  running={'LINEAR': 428, 'THEOREM': 296, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 6}
[750] order5big_6000: LINEAR (0.0s)  running={'LINEAR': 429, 'THEOREM': 296, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 6}
[751] order5big_6008: THEOREM (60.2s)  running={'LINEAR': 429, 'THEOREM': 297, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 6}
[752] order5big_6016: THEOREM (60.2s)  running={'LINEAR': 429, 'THEOREM': 298, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 6}
[753] order5big_6024: SOLVED_FMB (0.4s)  running={'LINEAR': 429, 'THEOREM': 298, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[754] order5big_6032: THEOREM (72.0s)  running={'LINEAR': 429, 'THEOREM': 299, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[755] order5big_6040: LINEAR (0.0s)  running={'LINEAR': 430, 'THEOREM': 299, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[756] order5big_6048: THEOREM (60.2s)  running={'LINEAR': 430, 'THEOREM': 300, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[757] order5big_6056: LINEAR (0.0s)  running={'LINEAR': 431, 'THEOREM': 300, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[758] order5big_6064: LINEAR (0.0s)  running={'LINEAR': 432, 'THEOREM': 300, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[759] order5big_6072: THEOREM (60.2s)  running={'LINEAR': 432, 'THEOREM': 301, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[760] order5big_6080: LINEAR (0.0s)  running={'LINEAR': 433, 'THEOREM': 301, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[761] order5big_6088: LINEAR (0.0s)  running={'LINEAR': 434, 'THEOREM': 301, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[762] order5big_6096: THEOREM (60.3s)  running={'LINEAR': 434, 'THEOREM': 302, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[763] order5big_6104: LINEAR (0.0s)  running={'LINEAR': 435, 'THEOREM': 302, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[764] order5big_6112: LINEAR (0.0s)  running={'LINEAR': 436, 'THEOREM': 302, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[765] order5big_6120: LINEAR (0.0s)  running={'LINEAR': 437, 'THEOREM': 302, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[766] order5big_6128: LINEAR (0.0s)  running={'LINEAR': 438, 'THEOREM': 302, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[767] order5big_6136: THEOREM (60.2s)  running={'LINEAR': 438, 'THEOREM': 303, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[768] order5big_6144: THEOREM (60.3s)  running={'LINEAR': 438, 'THEOREM': 304, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[769] order5big_6152: LINEAR (0.0s)  running={'LINEAR': 439, 'THEOREM': 304, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[770] order5big_6160: LINEAR (0.0s)  running={'LINEAR': 440, 'THEOREM': 304, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[771] order5big_6168: THEOREM (60.2s)  running={'LINEAR': 440, 'THEOREM': 305, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[772] order5big_6176: LINEAR (0.0s)  running={'LINEAR': 441, 'THEOREM': 305, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[773] order5big_6184: THEOREM (60.2s)  running={'LINEAR': 441, 'THEOREM': 306, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[774] order5big_6192: LINEAR (0.0s)  running={'LINEAR': 442, 'THEOREM': 306, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[775] order5big_6200: LINEAR (0.0s)  running={'LINEAR': 443, 'THEOREM': 306, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[776] order5big_6208: LINEAR (0.0s)  running={'LINEAR': 444, 'THEOREM': 306, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 6}
[777] order5big_6216: SOLVED_FMB (0.1s)  running={'LINEAR': 444, 'THEOREM': 306, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[778] order5big_6224: LINEAR (0.0s)  running={'LINEAR': 445, 'THEOREM': 306, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[779] order5big_6232: LINEAR (0.0s)  running={'LINEAR': 446, 'THEOREM': 306, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[780] order5big_6240: LINEAR (0.0s)  running={'LINEAR': 447, 'THEOREM': 306, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[781] order5big_6248: LINEAR (0.0s)  running={'LINEAR': 448, 'THEOREM': 306, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[782] order5big_6256: THEOREM (60.4s)  running={'LINEAR': 448, 'THEOREM': 307, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[783] order5big_6264: THEOREM (60.1s)  running={'LINEAR': 448, 'THEOREM': 308, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[784] order5big_6272: LINEAR (0.0s)  running={'LINEAR': 449, 'THEOREM': 308, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[785] order5big_6280: LINEAR (0.0s)  running={'LINEAR': 450, 'THEOREM': 308, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[786] order5big_6288: THEOREM (64.0s)  running={'LINEAR': 450, 'THEOREM': 309, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[787] order5big_6296: THEOREM (61.2s)  running={'LINEAR': 450, 'THEOREM': 310, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[788] order5big_6304: LINEAR (0.0s)  running={'LINEAR': 451, 'THEOREM': 310, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 6}
[789] order5big_6312: SOLVED_FMB (12.8s)  running={'LINEAR': 451, 'THEOREM': 310, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[790] order5big_6320: LINEAR (0.0s)  running={'LINEAR': 452, 'THEOREM': 310, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[791] order5big_6328: THEOREM (60.1s)  running={'LINEAR': 452, 'THEOREM': 311, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[792] order5big_6336: LINEAR (0.0s)  running={'LINEAR': 453, 'THEOREM': 311, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[793] order5big_6344: LINEAR (0.0s)  running={'LINEAR': 454, 'THEOREM': 311, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[794] order5big_6352: LINEAR (0.0s)  running={'LINEAR': 455, 'THEOREM': 311, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[795] order5big_6360: THEOREM (60.5s)  running={'LINEAR': 455, 'THEOREM': 312, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[796] order5big_6368: THEOREM (72.7s)  running={'LINEAR': 455, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[797] order5big_6376: LINEAR (0.0s)  running={'LINEAR': 456, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[798] order5big_6384: LINEAR (0.0s)  running={'LINEAR': 457, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[799] order5big_6392: LINEAR (0.0s)  running={'LINEAR': 458, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[800] order5big_6400: LINEAR (0.0s)  running={'LINEAR': 459, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[801] order5big_6408: LINEAR (0.0s)  running={'LINEAR': 460, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[802] order5big_6416: LINEAR (0.0s)  running={'LINEAR': 461, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[803] order5big_6424: LINEAR (0.0s)  running={'LINEAR': 462, 'THEOREM': 313, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[804] order5big_6432: THEOREM (60.1s)  running={'LINEAR': 462, 'THEOREM': 314, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[805] order5big_6440: THEOREM (60.7s)  running={'LINEAR': 462, 'THEOREM': 315, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[806] order5big_6448: LINEAR (0.0s)  running={'LINEAR': 463, 'THEOREM': 315, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[807] order5big_6456: THEOREM (63.1s)  running={'LINEAR': 463, 'THEOREM': 316, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[808] order5big_6464: THEOREM (60.7s)  running={'LINEAR': 463, 'THEOREM': 317, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[809] order5big_6472: LINEAR (0.0s)  running={'LINEAR': 464, 'THEOREM': 317, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[810] order5big_6480: THEOREM (60.3s)  running={'LINEAR': 464, 'THEOREM': 318, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[811] order5big_6488: THEOREM (60.7s)  running={'LINEAR': 464, 'THEOREM': 319, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[812] order5big_6496: LINEAR (0.0s)  running={'LINEAR': 465, 'THEOREM': 319, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[813] order5big_6504: LINEAR (0.0s)  running={'LINEAR': 466, 'THEOREM': 319, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[814] order5big_6512: THEOREM (65.5s)  running={'LINEAR': 466, 'THEOREM': 320, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[815] order5big_6520: LINEAR (0.0s)  running={'LINEAR': 467, 'THEOREM': 320, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[816] order5big_6528: THEOREM (60.2s)  running={'LINEAR': 467, 'THEOREM': 321, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[817] order5big_6536: LINEAR (0.0s)  running={'LINEAR': 468, 'THEOREM': 321, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[818] order5big_6544: LINEAR (0.0s)  running={'LINEAR': 469, 'THEOREM': 321, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[819] order5big_6552: LINEAR (0.0s)  running={'LINEAR': 470, 'THEOREM': 321, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[820] order5big_6560: LINEAR (0.0s)  running={'LINEAR': 471, 'THEOREM': 321, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[821] order5big_6568: THEOREM (60.2s)  running={'LINEAR': 471, 'THEOREM': 322, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[822] order5big_6576: LINEAR (0.0s)  running={'LINEAR': 472, 'THEOREM': 322, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[823] order5big_6584: LINEAR (0.0s)  running={'LINEAR': 473, 'THEOREM': 322, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[824] order5big_6592: LINEAR (0.0s)  running={'LINEAR': 474, 'THEOREM': 322, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[825] order5big_6600: THEOREM (60.4s)  running={'LINEAR': 474, 'THEOREM': 323, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[826] order5big_6608: LINEAR (0.0s)  running={'LINEAR': 475, 'THEOREM': 323, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[827] order5big_6616: LINEAR (0.0s)  running={'LINEAR': 476, 'THEOREM': 323, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[828] order5big_6624: THEOREM (60.2s)  running={'LINEAR': 476, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[829] order5big_6632: LINEAR (0.0s)  running={'LINEAR': 477, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[830] order5big_6640: LINEAR (0.0s)  running={'LINEAR': 478, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[831] order5big_6648: LINEAR (0.0s)  running={'LINEAR': 479, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[832] order5big_6656: LINEAR (0.0s)  running={'LINEAR': 480, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[833] order5big_6664: LINEAR (0.0s)  running={'LINEAR': 481, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[834] order5big_6672: LINEAR (0.0s)  running={'LINEAR': 482, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[835] order5big_6680: LINEAR (0.0s)  running={'LINEAR': 483, 'THEOREM': 324, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[836] order5big_6688: THEOREM (61.2s)  running={'LINEAR': 483, 'THEOREM': 325, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[837] order5big_6696: LINEAR (0.0s)  running={'LINEAR': 484, 'THEOREM': 325, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[838] order5big_6704: LINEAR (0.0s)  running={'LINEAR': 485, 'THEOREM': 325, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[839] order5big_6712: LINEAR (0.0s)  running={'LINEAR': 486, 'THEOREM': 325, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[840] order5big_6720: THEOREM (60.2s)  running={'LINEAR': 486, 'THEOREM': 326, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[841] order5big_6728: THEOREM (60.2s)  running={'LINEAR': 486, 'THEOREM': 327, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[842] order5big_6736: LINEAR (0.0s)  running={'LINEAR': 487, 'THEOREM': 327, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[843] order5big_6744: THEOREM (60.2s)  running={'LINEAR': 487, 'THEOREM': 328, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[844] order5big_6752: THEOREM (60.2s)  running={'LINEAR': 487, 'THEOREM': 329, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[845] order5big_6760: LINEAR (0.0s)  running={'LINEAR': 488, 'THEOREM': 329, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[846] order5big_6768: THEOREM (60.2s)  running={'LINEAR': 488, 'THEOREM': 330, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[847] order5big_6776: LINEAR (0.0s)  running={'LINEAR': 489, 'THEOREM': 330, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[848] order5big_6784: THEOREM (60.2s)  running={'LINEAR': 489, 'THEOREM': 331, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[849] order5big_6792: LINEAR (0.0s)  running={'LINEAR': 490, 'THEOREM': 331, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[850] order5big_6800: THEOREM (60.2s)  running={'LINEAR': 490, 'THEOREM': 332, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[851] order5big_6808: THEOREM (60.3s)  running={'LINEAR': 490, 'THEOREM': 333, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[852] order5big_6816: LINEAR (0.0s)  running={'LINEAR': 491, 'THEOREM': 333, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[853] order5big_6824: THEOREM (60.4s)  running={'LINEAR': 491, 'THEOREM': 334, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[854] order5big_6832: THEOREM (83.6s)  running={'LINEAR': 491, 'THEOREM': 335, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[855] order5big_6840: THEOREM (60.2s)  running={'LINEAR': 491, 'THEOREM': 336, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[856] order5big_6848: THEOREM (60.2s)  running={'LINEAR': 491, 'THEOREM': 337, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[857] order5big_6856: THEOREM (60.4s)  running={'LINEAR': 491, 'THEOREM': 338, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[858] order5big_6864: LINEAR (0.0s)  running={'LINEAR': 492, 'THEOREM': 338, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[859] order5big_6872: LINEAR (0.0s)  running={'LINEAR': 493, 'THEOREM': 338, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[860] order5big_6880: LINEAR (0.0s)  running={'LINEAR': 494, 'THEOREM': 338, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[861] order5big_6888: LINEAR (0.0s)  running={'LINEAR': 495, 'THEOREM': 338, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[862] order5big_6896: LINEAR (0.0s)  running={'LINEAR': 496, 'THEOREM': 338, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[863] order5big_6904: THEOREM (60.2s)  running={'LINEAR': 496, 'THEOREM': 339, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[864] order5big_6912: LINEAR (0.0s)  running={'LINEAR': 497, 'THEOREM': 339, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[865] order5big_6920: LINEAR (0.0s)  running={'LINEAR': 498, 'THEOREM': 339, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[866] order5big_6928: THEOREM (71.8s)  running={'LINEAR': 498, 'THEOREM': 340, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[867] order5big_6936: THEOREM (61.9s)  running={'LINEAR': 498, 'THEOREM': 341, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[868] order5big_6944: THEOREM (60.2s)  running={'LINEAR': 498, 'THEOREM': 342, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[869] order5big_6952: LINEAR (0.0s)  running={'LINEAR': 499, 'THEOREM': 342, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[870] order5big_6960: THEOREM (60.2s)  running={'LINEAR': 499, 'THEOREM': 343, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[871] order5big_6968: LINEAR (0.0s)  running={'LINEAR': 500, 'THEOREM': 343, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[872] order5big_6976: THEOREM (60.1s)  running={'LINEAR': 500, 'THEOREM': 344, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[873] order5big_6984: LINEAR (0.0s)  running={'LINEAR': 501, 'THEOREM': 344, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[874] order5big_6992: THEOREM (60.2s)  running={'LINEAR': 501, 'THEOREM': 345, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[875] order5big_7000: THEOREM (60.5s)  running={'LINEAR': 501, 'THEOREM': 346, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[876] order5big_7008: THEOREM (60.3s)  running={'LINEAR': 501, 'THEOREM': 347, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[877] order5big_7016: LINEAR (0.0s)  running={'LINEAR': 502, 'THEOREM': 347, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[878] order5big_7024: LINEAR (0.0s)  running={'LINEAR': 503, 'THEOREM': 347, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[879] order5big_7032: LINEAR (0.0s)  running={'LINEAR': 504, 'THEOREM': 347, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[880] order5big_7040: THEOREM (92.9s)  running={'LINEAR': 504, 'THEOREM': 348, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[881] order5big_7048: LINEAR (0.0s)  running={'LINEAR': 505, 'THEOREM': 348, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 6}
[882] order5big_7056: SOLVED_FMB (1.1s)  running={'LINEAR': 505, 'THEOREM': 348, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 6}
[883] order5big_7064: LINEAR (0.0s)  running={'LINEAR': 506, 'THEOREM': 348, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 6}
