nohup: ignoring input
[1] order5big_0006: THEOREM (60.2s)  running={'THEOREM': 1}
[640] order5big_5118: LINEAR (0.0s)  running={'THEOREM': 252, 'LINEAR': 363, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[641] order5big_5126: THEOREM (60.2s)  running={'THEOREM': 253, 'LINEAR': 363, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[642] order5big_5134: THEOREM (60.3s)  running={'THEOREM': 254, 'LINEAR': 363, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[643] order5big_5142: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 364, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[644] order5big_5150: THEOREM (60.6s)  running={'THEOREM': 255, 'LINEAR': 364, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[645] order5big_5158: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 365, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[646] order5big_5166: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 366, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[647] order5big_5174: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 367, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[648] order5big_5182: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 368, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[649] order5big_5190: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 369, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[650] order5big_5198: LINEAR (0.1s)  running={'THEOREM': 255, 'LINEAR': 370, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[651] order5big_5206: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 371, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[652] order5big_5214: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 372, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[653] order5big_5222: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 373, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[654] order5big_5230: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 374, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[655] order5big_5238: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 375, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[656] order5big_5246: THEOREM (60.2s)  running={'THEOREM': 256, 'LINEAR': 375, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[657] order5big_5254: THEOREM (60.2s)  running={'THEOREM': 257, 'LINEAR': 375, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[658] order5big_5262: LINEAR (0.0s)  running={'THEOREM': 257, 'LINEAR': 376, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[659] order5big_5270: LINEAR (0.0s)  running={'THEOREM': 257, 'LINEAR': 377, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[660] order5big_5278: THEOREM (83.6s)  running={'THEOREM': 258, 'LINEAR': 377, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[661] order5big_5286: THEOREM (83.9s)  running={'THEOREM': 259, 'LINEAR': 377, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[662] order5big_5294: THEOREM (65.3s)  running={'THEOREM': 260, 'LINEAR': 377, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[663] order5big_5302: LINEAR (0.0s)  running={'THEOREM': 260, 'LINEAR': 378, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[664] order5big_5310: LINEAR (0.0s)  running={'THEOREM': 260, 'LINEAR': 379, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[665] order5big_5318: LINEAR (0.0s)  running={'THEOREM': 260, 'LINEAR': 380, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[666] order5big_5326: LINEAR (0.0s)  running={'THEOREM': 260, 'LINEAR': 381, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[667] order5big_5334: THEOREM (60.2s)  running={'THEOREM': 261, 'LINEAR': 381, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[668] order5big_5342: LINEAR (0.0s)  running={'THEOREM': 261, 'LINEAR': 382, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[669] order5big_5350: THEOREM (60.2s)  running={'THEOREM': 262, 'LINEAR': 382, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[670] order5big_5358: THEOREM (60.2s)  running={'THEOREM': 263, 'LINEAR': 382, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[671] order5big_5366: LINEAR (0.0s)  running={'THEOREM': 263, 'LINEAR': 383, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[672] order5big_5374: LINEAR (0.0s)  running={'THEOREM': 263, 'LINEAR': 384, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[673] order5big_5382: THEOREM (60.4s)  running={'THEOREM': 264, 'LINEAR': 384, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[674] order5big_5390: LINEAR (0.0s)  running={'THEOREM': 264, 'LINEAR': 385, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[675] order5big_5398: THEOREM (60.6s)  running={'THEOREM': 265, 'LINEAR': 385, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[676] order5big_5406: LINEAR (0.0s)  running={'THEOREM': 265, 'LINEAR': 386, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[677] order5big_5414: THEOREM (60.6s)  running={'THEOREM': 266, 'LINEAR': 386, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[678] order5big_5422: LINEAR (0.0s)  running={'THEOREM': 266, 'LINEAR': 387, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[679] order5big_5430: THEOREM (60.2s)  running={'THEOREM': 267, 'LINEAR': 387, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[680] order5big_5438: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 388, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[681] order5big_5446: THEOREM (72.2s)  running={'THEOREM': 268, 'LINEAR': 388, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[682] order5big_5454: LINEAR (0.0s)  running={'THEOREM': 268, 'LINEAR': 389, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[683] order5big_5462: THEOREM (60.1s)  running={'THEOREM': 269, 'LINEAR': 389, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[684] order5big_5470: THEOREM (60.3s)  running={'THEOREM': 270, 'LINEAR': 389, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[685] order5big_5478: LINEAR (0.0s)  running={'THEOREM': 270, 'LINEAR': 390, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[686] order5big_5486: LINEAR (0.0s)  running={'THEOREM': 270, 'LINEAR': 391, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[687] order5big_5494: LINEAR (0.0s)  running={'THEOREM': 270, 'LINEAR': 392, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[688] order5big_5502: LINEAR (0.0s)  running={'THEOREM': 270, 'LINEAR': 393, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[689] order5big_5510: THEOREM (60.1s)  running={'THEOREM': 271, 'LINEAR': 393, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[690] order5big_5518: LINEAR (0.0s)  running={'THEOREM': 271, 'LINEAR': 394, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[691] order5big_5526: THEOREM (60.2s)  running={'THEOREM': 272, 'LINEAR': 394, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[692] order5big_5534: LINEAR (0.0s)  running={'THEOREM': 272, 'LINEAR': 395, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[693] order5big_5542: LINEAR (0.0s)  running={'THEOREM': 272, 'LINEAR': 396, 'SOLVED_FMB': 21, 'HARD_NONLINEAR': 4}
[694] order5big_5550: SOLVED_FMB (13.4s)  running={'THEOREM': 272, 'LINEAR': 396, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 4}
[695] order5big_5558: LINEAR (0.0s)  running={'THEOREM': 272, 'LINEAR': 397, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 4}
[696] order5big_5566: LINEAR (0.0s)  running={'THEOREM': 272, 'LINEAR': 398, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 4}
[697] order5big_5574: LINEAR (0.0s)  running={'THEOREM': 272, 'LINEAR': 399, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 4}
[698] order5big_5582: LINEAR (0.0s)  running={'THEOREM': 272, 'LINEAR': 400, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 4}
[699] order5big_5590: THEOREM (60.2s)  running={'THEOREM': 273, 'LINEAR': 400, 'SOLVED_FMB': 22, 'HARD_NONLINEAR': 4}
[700] order5big_5598: SOLVED_FMB (1.4s)  running={'THEOREM': 273, 'LINEAR': 400, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 4}
[701] order5big_5606: LINEAR (0.0s)  running={'THEOREM': 273, 'LINEAR': 401, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 4}
[702] order5big_5614: THEOREM (60.2s)  running={'THEOREM': 274, 'LINEAR': 401, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 4}
[703] order5big_5622: LINEAR (0.0s)  running={'THEOREM': 274, 'LINEAR': 402, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 4}
[704] order5big_5630: THEOREM (60.2s)  running={'THEOREM': 275, 'LINEAR': 402, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 4}
[705] order5big_5638: THEOREM (60.1s)  running={'THEOREM': 276, 'LINEAR': 402, 'SOLVED_FMB': 23, 'HARD_NONLINEAR': 4}
[706] order5big_5646: SOLVED_FMB (0.3s)  running={'THEOREM': 276, 'LINEAR': 402, 'SOLVED_FMB': 24, 'HARD_NONLINEAR': 4}
[707] order5big_5654: THEOREM (71.9s)  running={'THEOREM': 277, 'LINEAR': 402, 'SOLVED_FMB': 24, 'HARD_NONLINEAR': 4}
[708] order5big_5662: THEOREM (60.2s)  running={'THEOREM': 278, 'LINEAR': 402, 'SOLVED_FMB': 24, 'HARD_NONLINEAR': 4}
[709] order5big_5670: LINEAR (0.0s)  running={'THEOREM': 278, 'LINEAR': 403, 'SOLVED_FMB': 24, 'HARD_NONLINEAR': 4}
[710] order5big_5678: THEOREM (60.2s)  running={'THEOREM': 279, 'LINEAR': 403, 'SOLVED_FMB': 24, 'HARD_NONLINEAR': 4}
[711] order5big_5686: LINEAR (0.0s)  running={'THEOREM': 279, 'LINEAR': 404, 'SOLVED_FMB': 24, 'HARD_NONLINEAR': 4}
[712] order5big_5694: SOLVED_FMB (1.5s)  running={'THEOREM': 279, 'LINEAR': 404, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[713] order5big_5702: LINEAR (0.0s)  running={'THEOREM': 279, 'LINEAR': 405, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[714] order5big_5710: LINEAR (0.0s)  running={'THEOREM': 279, 'LINEAR': 406, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[715] order5big_5718: LINEAR (0.0s)  running={'THEOREM': 279, 'LINEAR': 407, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[716] order5big_5726: THEOREM (60.2s)  running={'THEOREM': 280, 'LINEAR': 407, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[717] order5big_5734: LINEAR (0.0s)  running={'THEOREM': 280, 'LINEAR': 408, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[718] order5big_5742: LINEAR (0.0s)  running={'THEOREM': 280, 'LINEAR': 409, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[719] order5big_5750: THEOREM (60.2s)  running={'THEOREM': 281, 'LINEAR': 409, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[720] order5big_5758: LINEAR (0.0s)  running={'THEOREM': 281, 'LINEAR': 410, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[721] order5big_5766: LINEAR (0.0s)  running={'THEOREM': 281, 'LINEAR': 411, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[722] order5big_5774: LINEAR (0.0s)  running={'THEOREM': 281, 'LINEAR': 412, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[723] order5big_5782: LINEAR (0.0s)  running={'THEOREM': 281, 'LINEAR': 413, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[724] order5big_5790: THEOREM (60.6s)  running={'THEOREM': 282, 'LINEAR': 413, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[725] order5big_5798: LINEAR (0.0s)  running={'THEOREM': 282, 'LINEAR': 414, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[726] order5big_5806: THEOREM (60.2s)  running={'THEOREM': 283, 'LINEAR': 414, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[727] order5big_5814: THEOREM (60.2s)  running={'THEOREM': 284, 'LINEAR': 414, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[728] order5big_5822: LINEAR (0.0s)  running={'THEOREM': 284, 'LINEAR': 415, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[729] order5big_5830: LINEAR (0.0s)  running={'THEOREM': 284, 'LINEAR': 416, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[730] order5big_5838: LINEAR (0.0s)  running={'THEOREM': 284, 'LINEAR': 417, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[731] order5big_5846: LINEAR (0.0s)  running={'THEOREM': 284, 'LINEAR': 418, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[732] order5big_5854: THEOREM (60.3s)  running={'THEOREM': 285, 'LINEAR': 418, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[733] order5big_5862: LINEAR (0.0s)  running={'THEOREM': 285, 'LINEAR': 419, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[734] order5big_5870: THEOREM (60.3s)  running={'THEOREM': 286, 'LINEAR': 419, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[735] order5big_5878: THEOREM (60.2s)  running={'THEOREM': 287, 'LINEAR': 419, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[736] order5big_5886: LINEAR (0.0s)  running={'THEOREM': 287, 'LINEAR': 420, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[737] order5big_5894: THEOREM (60.7s)  running={'THEOREM': 288, 'LINEAR': 420, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[738] order5big_5902: LINEAR (0.0s)  running={'THEOREM': 288, 'LINEAR': 421, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[739] order5big_5910: THEOREM (60.2s)  running={'THEOREM': 289, 'LINEAR': 421, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[740] order5big_5918: LINEAR (0.0s)  running={'THEOREM': 289, 'LINEAR': 422, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[741] order5big_5926: LINEAR (0.0s)  running={'THEOREM': 289, 'LINEAR': 423, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[742] order5big_5934: THEOREM (61.5s)  running={'THEOREM': 290, 'LINEAR': 423, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[743] order5big_5942: LINEAR (0.0s)  running={'THEOREM': 290, 'LINEAR': 424, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[744] order5big_5950: LINEAR (0.0s)  running={'THEOREM': 290, 'LINEAR': 425, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[745] order5big_5958: THEOREM (1.4s)  running={'THEOREM': 291, 'LINEAR': 425, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[746] order5big_5966: LINEAR (0.0s)  running={'THEOREM': 291, 'LINEAR': 426, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[747] order5big_5974: LINEAR (0.0s)  running={'THEOREM': 291, 'LINEAR': 427, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[748] order5big_5982: LINEAR (0.0s)  running={'THEOREM': 291, 'LINEAR': 428, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[749] order5big_5990: THEOREM (60.2s)  running={'THEOREM': 292, 'LINEAR': 428, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[750] order5big_5998: LINEAR (0.0s)  running={'THEOREM': 292, 'LINEAR': 429, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[751] order5big_6006: LINEAR (0.0s)  running={'THEOREM': 292, 'LINEAR': 430, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[752] order5big_6014: LINEAR (0.0s)  running={'THEOREM': 292, 'LINEAR': 431, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[753] order5big_6022: LINEAR (0.0s)  running={'THEOREM': 292, 'LINEAR': 432, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[754] order5big_6030: THEOREM (60.4s)  running={'THEOREM': 293, 'LINEAR': 432, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[755] order5big_6038: LINEAR (0.0s)  running={'THEOREM': 293, 'LINEAR': 433, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[756] order5big_6046: THEOREM (60.2s)  running={'THEOREM': 294, 'LINEAR': 433, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[757] order5big_6054: LINEAR (0.0s)  running={'THEOREM': 294, 'LINEAR': 434, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[758] order5big_6062: LINEAR (0.0s)  running={'THEOREM': 294, 'LINEAR': 435, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[759] order5big_6070: THEOREM (1.2s)  running={'THEOREM': 295, 'LINEAR': 435, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[760] order5big_6078: THEOREM (61.2s)  running={'THEOREM': 296, 'LINEAR': 435, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[761] order5big_6086: LINEAR (0.0s)  running={'THEOREM': 296, 'LINEAR': 436, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[762] order5big_6094: LINEAR (0.0s)  running={'THEOREM': 296, 'LINEAR': 437, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[763] order5big_6102: LINEAR (0.0s)  running={'THEOREM': 296, 'LINEAR': 438, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[764] order5big_6110: LINEAR (0.0s)  running={'THEOREM': 296, 'LINEAR': 439, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[765] order5big_6118: THEOREM (60.2s)  running={'THEOREM': 297, 'LINEAR': 439, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[766] order5big_6126: LINEAR (0.0s)  running={'THEOREM': 297, 'LINEAR': 440, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[767] order5big_6134: LINEAR (0.0s)  running={'THEOREM': 297, 'LINEAR': 441, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[768] order5big_6142: LINEAR (0.0s)  running={'THEOREM': 297, 'LINEAR': 442, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[769] order5big_6150: LINEAR (0.0s)  running={'THEOREM': 297, 'LINEAR': 443, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[770] order5big_6158: LINEAR (0.0s)  running={'THEOREM': 297, 'LINEAR': 444, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[771] order5big_6166: THEOREM (60.4s)  running={'THEOREM': 298, 'LINEAR': 444, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[772] order5big_6174: LINEAR (0.0s)  running={'THEOREM': 298, 'LINEAR': 445, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[773] order5big_6182: LINEAR (0.0s)  running={'THEOREM': 298, 'LINEAR': 446, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[774] order5big_6190: THEOREM (60.5s)  running={'THEOREM': 299, 'LINEAR': 446, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[775] order5big_6198: LINEAR (0.0s)  running={'THEOREM': 299, 'LINEAR': 447, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[776] order5big_6206: THEOREM (60.2s)  running={'THEOREM': 300, 'LINEAR': 447, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[777] order5big_6214: LINEAR (0.0s)  running={'THEOREM': 300, 'LINEAR': 448, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[778] order5big_6222: LINEAR (0.0s)  running={'THEOREM': 300, 'LINEAR': 449, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[779] order5big_6230: THEOREM (60.1s)  running={'THEOREM': 301, 'LINEAR': 449, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[780] order5big_6238: LINEAR (0.0s)  running={'THEOREM': 301, 'LINEAR': 450, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[781] order5big_6246: LINEAR (0.0s)  running={'THEOREM': 301, 'LINEAR': 451, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[782] order5big_6254: LINEAR (0.0s)  running={'THEOREM': 301, 'LINEAR': 452, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[783] order5big_6262: THEOREM (60.2s)  running={'THEOREM': 302, 'LINEAR': 452, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[784] order5big_6270: THEOREM (60.1s)  running={'THEOREM': 303, 'LINEAR': 452, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[785] order5big_6278: LINEAR (0.0s)  running={'THEOREM': 303, 'LINEAR': 453, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[786] order5big_6286: THEOREM (61.3s)  running={'THEOREM': 304, 'LINEAR': 453, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[787] order5big_6294: THEOREM (60.2s)  running={'THEOREM': 305, 'LINEAR': 453, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[788] order5big_6302: THEOREM (60.5s)  running={'THEOREM': 306, 'LINEAR': 453, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 4}
[789] order5big_6310: HARD_NONLINEAR (120.1s)  running={'THEOREM': 306, 'LINEAR': 453, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[790] order5big_6318: LINEAR (0.0s)  running={'THEOREM': 306, 'LINEAR': 454, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[791] order5big_6326: LINEAR (0.0s)  running={'THEOREM': 306, 'LINEAR': 455, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[792] order5big_6334: LINEAR (0.0s)  running={'THEOREM': 306, 'LINEAR': 456, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[793] order5big_6342: LINEAR (0.0s)  running={'THEOREM': 306, 'LINEAR': 457, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[794] order5big_6350: THEOREM (60.2s)  running={'THEOREM': 307, 'LINEAR': 457, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[795] order5big_6358: LINEAR (0.0s)  running={'THEOREM': 307, 'LINEAR': 458, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[796] order5big_6366: LINEAR (0.0s)  running={'THEOREM': 307, 'LINEAR': 459, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[797] order5big_6374: LINEAR (0.0s)  running={'THEOREM': 307, 'LINEAR': 460, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[798] order5big_6382: LINEAR (0.0s)  running={'THEOREM': 307, 'LINEAR': 461, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[799] order5big_6390: LINEAR (0.0s)  running={'THEOREM': 307, 'LINEAR': 462, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[800] order5big_6398: LINEAR (0.0s)  running={'THEOREM': 307, 'LINEAR': 463, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[801] order5big_6406: THEOREM (60.2s)  running={'THEOREM': 308, 'LINEAR': 463, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[802] order5big_6414: THEOREM (60.2s)  running={'THEOREM': 309, 'LINEAR': 463, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[803] order5big_6422: LINEAR (0.0s)  running={'THEOREM': 309, 'LINEAR': 464, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[804] order5big_6430: LINEAR (0.0s)  running={'THEOREM': 309, 'LINEAR': 465, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[805] order5big_6438: LINEAR (0.0s)  running={'THEOREM': 309, 'LINEAR': 466, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[806] order5big_6446: LINEAR (0.0s)  running={'THEOREM': 309, 'LINEAR': 467, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[807] order5big_6454: LINEAR (0.0s)  running={'THEOREM': 309, 'LINEAR': 468, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[808] order5big_6462: THEOREM (60.7s)  running={'THEOREM': 310, 'LINEAR': 468, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[809] order5big_6470: LINEAR (0.0s)  running={'THEOREM': 310, 'LINEAR': 469, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[810] order5big_6478: LINEAR (0.0s)  running={'THEOREM': 310, 'LINEAR': 470, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[811] order5big_6486: LINEAR (0.0s)  running={'THEOREM': 310, 'LINEAR': 471, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[812] order5big_6494: THEOREM (60.6s)  running={'THEOREM': 311, 'LINEAR': 471, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[813] order5big_6502: THEOREM (60.2s)  running={'THEOREM': 312, 'LINEAR': 471, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[814] order5big_6510: LINEAR (0.0s)  running={'THEOREM': 312, 'LINEAR': 472, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[815] order5big_6518: LINEAR (0.0s)  running={'THEOREM': 312, 'LINEAR': 473, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 5}
[816] order5big_6526: SOLVED_FMB (0.1s)  running={'THEOREM': 312, 'LINEAR': 473, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 5}
[817] order5big_6534: THEOREM (60.2s)  running={'THEOREM': 313, 'LINEAR': 473, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 5}
