nohup: ignoring input
[1] order5big_0004: THEOREM (60.1s)  running={'THEOREM': 1}
[219] order5big_4250: THEOREM (60.2s)  running={'THEOREM': 210, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[220] order5big_4274: THEOREM (60.7s)  running={'THEOREM': 211, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[221] order5big_4291: THEOREM (60.7s)  running={'THEOREM': 212, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[222] order5big_4320: THEOREM (60.2s)  running={'THEOREM': 213, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[223] order5big_4362: THEOREM (60.6s)  running={'THEOREM': 214, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[224] order5big_4384: THEOREM (60.2s)  running={'THEOREM': 215, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[225] order5big_4399: THEOREM (60.5s)  running={'THEOREM': 216, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[226] order5big_4418: THEOREM (1.8s)  running={'THEOREM': 217, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[227] order5big_4437: THEOREM (62.1s)  running={'THEOREM': 218, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[228] order5big_4454: THEOREM (60.2s)  running={'THEOREM': 219, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[229] order5big_4468: THEOREM (60.2s)  running={'THEOREM': 220, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[230] order5big_4491: THEOREM (60.2s)  running={'THEOREM': 221, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[231] order5big_4513: THEOREM (60.4s)  running={'THEOREM': 222, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[232] order5big_4530: THEOREM (60.3s)  running={'THEOREM': 223, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[233] order5big_4557: THEOREM (60.1s)  running={'THEOREM': 224, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[234] order5big_4583: THEOREM (62.0s)  running={'THEOREM': 225, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[235] order5big_4600: THEOREM (60.2s)  running={'THEOREM': 226, 'SOLVED_FMB': 6, 'HARD_NONLINEAR': 3}
[236] order5big_4619: SOLVED_FMB (2.9s)  running={'THEOREM': 226, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[237] order5big_4642: THEOREM (60.6s)  running={'THEOREM': 227, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[238] order5big_4664: THEOREM (60.2s)  running={'THEOREM': 228, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[239] order5big_4693: THEOREM (60.2s)  running={'THEOREM': 229, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[240] order5big_4712: THEOREM (60.2s)  running={'THEOREM': 230, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[241] order5big_4725: THEOREM (60.2s)  running={'THEOREM': 231, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[242] order5big_4738: THEOREM (60.2s)  running={'THEOREM': 232, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[243] order5big_4752: THEOREM (65.5s)  running={'THEOREM': 233, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[244] order5big_4780: THEOREM (60.1s)  running={'THEOREM': 234, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[245] order5big_4800: THEOREM (60.3s)  running={'THEOREM': 235, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[246] order5big_4836: THEOREM (61.3s)  running={'THEOREM': 236, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[247] order5big_4854: THEOREM (60.4s)  running={'THEOREM': 237, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[248] order5big_4869: THEOREM (60.2s)  running={'THEOREM': 238, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[249] order5big_4888: THEOREM (60.2s)  running={'THEOREM': 239, 'SOLVED_FMB': 7, 'HARD_NONLINEAR': 3}
[250] order5big_4903: SOLVED_FMB (1.7s)  running={'THEOREM': 239, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[251] order5big_4933: THEOREM (60.1s)  running={'THEOREM': 240, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[252] order5big_4953: THEOREM (60.2s)  running={'THEOREM': 241, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[253] order5big_4975: THEOREM (60.2s)  running={'THEOREM': 242, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[254] order5big_4990: THEOREM (60.2s)  running={'THEOREM': 243, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[255] order5big_5019: THEOREM (60.2s)  running={'THEOREM': 244, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[256] order5big_5040: THEOREM (60.3s)  running={'THEOREM': 245, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[257] order5big_5055: THEOREM (60.3s)  running={'THEOREM': 246, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[258] order5big_5075: THEOREM (60.3s)  running={'THEOREM': 247, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[259] order5big_5103: THEOREM (60.2s)  running={'THEOREM': 248, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[260] order5big_5124: THEOREM (60.2s)  running={'THEOREM': 249, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[261] order5big_5145: THEOREM (60.2s)  running={'THEOREM': 250, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[262] order5big_5178: THEOREM (60.5s)  running={'THEOREM': 251, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[263] order5big_5203: THEOREM (60.3s)  running={'THEOREM': 252, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[264] order5big_5228: THEOREM (60.5s)  running={'THEOREM': 253, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[265] order5big_5244: THEOREM (60.1s)  running={'THEOREM': 254, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[266] order5big_5256: THEOREM (60.4s)  running={'THEOREM': 255, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[267] order5big_5278: THEOREM (83.6s)  running={'THEOREM': 256, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[268] order5big_5299: THEOREM (60.6s)  running={'THEOREM': 257, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[269] order5big_5322: THEOREM (60.2s)  running={'THEOREM': 258, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[270] order5big_5350: THEOREM (60.2s)  running={'THEOREM': 259, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[271] order5big_5368: THEOREM (60.9s)  running={'THEOREM': 260, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[272] order5big_5386: THEOREM (60.2s)  running={'THEOREM': 261, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[273] order5big_5410: THEOREM (60.3s)  running={'THEOREM': 262, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[274] order5big_5437: THEOREM (60.4s)  running={'THEOREM': 263, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[275] order5big_5451: THEOREM (60.2s)  running={'THEOREM': 264, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[276] order5big_5463: THEOREM (60.2s)  running={'THEOREM': 265, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[277] order5big_5489: THEOREM (60.2s)  running={'THEOREM': 266, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[278] order5big_5515: THEOREM (20.2s)  running={'THEOREM': 267, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[279] order5big_5526: THEOREM (60.2s)  running={'THEOREM': 268, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[280] order5big_5551: THEOREM (60.2s)  running={'THEOREM': 269, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[281] order5big_5575: THEOREM (60.5s)  running={'THEOREM': 270, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[282] order5big_5590: THEOREM (60.2s)  running={'THEOREM': 271, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[283] order5big_5609: THEOREM (60.2s)  running={'THEOREM': 272, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[284] order5big_5627: THEOREM (60.3s)  running={'THEOREM': 273, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[285] order5big_5647: THEOREM (60.6s)  running={'THEOREM': 274, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[286] order5big_5666: THEOREM (60.6s)  running={'THEOREM': 275, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[287] order5big_5682: THEOREM (61.3s)  running={'THEOREM': 276, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[288] order5big_5701: THEOREM (60.2s)  running={'THEOREM': 277, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[289] order5big_5728: THEOREM (0.9s)  running={'THEOREM': 278, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[290] order5big_5755: THEOREM (60.2s)  running={'THEOREM': 279, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[291] order5big_5776: THEOREM (60.2s)  running={'THEOREM': 280, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[292] order5big_5794: THEOREM (62.0s)  running={'THEOREM': 281, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[293] order5big_5821: THEOREM (60.3s)  running={'THEOREM': 282, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[294] order5big_5837: THEOREM (60.2s)  running={'THEOREM': 283, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[295] order5big_5857: THEOREM (60.2s)  running={'THEOREM': 284, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[296] order5big_5889: THEOREM (72.4s)  running={'THEOREM': 285, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[297] order5big_5900: THEOREM (60.2s)  running={'THEOREM': 286, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[298] order5big_5920: THEOREM (60.2s)  running={'THEOREM': 287, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[299] order5big_5943: THEOREM (6.3s)  running={'THEOREM': 288, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[300] order5big_5975: THEOREM (11.6s)  running={'THEOREM': 289, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[301] order5big_6001: THEOREM (60.2s)  running={'THEOREM': 290, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[302] order5big_6019: THEOREM (60.2s)  running={'THEOREM': 291, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[303] order5big_6046: THEOREM (60.2s)  running={'THEOREM': 292, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[304] order5big_6073: THEOREM (61.4s)  running={'THEOREM': 293, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[305] order5big_6092: THEOREM (60.2s)  running={'THEOREM': 294, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[306] order5big_6109: THEOREM (60.2s)  running={'THEOREM': 295, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[307] order5big_6136: THEOREM (60.2s)  running={'THEOREM': 296, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[308] order5big_6164: THEOREM (0.5s)  running={'THEOREM': 297, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[309] order5big_6179: THEOREM (60.2s)  running={'THEOREM': 298, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[310] order5big_6206: THEOREM (60.2s)  running={'THEOREM': 299, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[311] order5big_6230: THEOREM (60.1s)  running={'THEOREM': 300, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[312] order5big_6255: THEOREM (60.1s)  running={'THEOREM': 301, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[313] order5big_6276: THEOREM (60.2s)  running={'THEOREM': 302, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[314] order5big_6294: THEOREM (60.2s)  running={'THEOREM': 303, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 3}
[315] order5big_6310: HARD_NONLINEAR (120.0s)  running={'THEOREM': 303, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[316] order5big_6331: THEOREM (60.2s)  running={'THEOREM': 304, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[317] order5big_6359: THEOREM (60.2s)  running={'THEOREM': 305, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[318] order5big_6383: THEOREM (61.2s)  running={'THEOREM': 306, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[319] order5big_6425: THEOREM (60.6s)  running={'THEOREM': 307, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[320] order5big_6444: THEOREM (60.1s)  running={'THEOREM': 308, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[321] order5big_6468: THEOREM (60.2s)  running={'THEOREM': 309, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[322] order5big_6481: THEOREM (60.2s)  running={'THEOREM': 310, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[323] order5big_6495: THEOREM (60.2s)  running={'THEOREM': 311, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[324] order5big_6514: THEOREM (60.5s)  running={'THEOREM': 312, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[325] order5big_6534: THEOREM (60.2s)  running={'THEOREM': 313, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[326] order5big_6559: THEOREM (60.3s)  running={'THEOREM': 314, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[327] order5big_6583: THEOREM (23.4s)  running={'THEOREM': 315, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[328] order5big_6604: THEOREM (60.6s)  running={'THEOREM': 316, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[329] order5big_6625: THEOREM (60.6s)  running={'THEOREM': 317, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[330] order5big_6661: THEOREM (0.5s)  running={'THEOREM': 318, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[331] order5big_6688: THEOREM (61.2s)  running={'THEOREM': 319, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[332] order5big_6702: THEOREM (62.1s)  running={'THEOREM': 320, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[333] order5big_6720: THEOREM (60.2s)  running={'THEOREM': 321, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[334] order5big_6746: THEOREM (60.4s)  running={'THEOREM': 322, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[335] order5big_6768: THEOREM (60.2s)  running={'THEOREM': 323, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[336] order5big_6786: THEOREM (60.2s)  running={'THEOREM': 324, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[337] order5big_6810: THEOREM (60.7s)  running={'THEOREM': 325, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[338] order5big_6832: THEOREM (84.2s)  running={'THEOREM': 326, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[339] order5big_6847: THEOREM (60.3s)  running={'THEOREM': 327, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[340] order5big_6857: THEOREM (60.4s)  running={'THEOREM': 328, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[341] order5big_6883: THEOREM (60.4s)  running={'THEOREM': 329, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[342] order5big_6902: THEOREM (60.2s)  running={'THEOREM': 330, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[343] order5big_6919: THEOREM (60.2s)  running={'THEOREM': 331, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[344] order5big_6942: THEOREM (60.4s)  running={'THEOREM': 332, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[345] order5big_6956: THEOREM (60.7s)  running={'THEOREM': 333, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[346] order5big_6969: THEOREM (60.7s)  running={'THEOREM': 334, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[347] order5big_6980: THEOREM (60.2s)  running={'THEOREM': 335, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[348] order5big_7000: THEOREM (60.5s)  running={'THEOREM': 336, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[349] order5big_7019: THEOREM (60.2s)  running={'THEOREM': 337, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[350] order5big_7043: THEOREM (60.2s)  running={'THEOREM': 338, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[351] order5big_7069: THEOREM (60.2s)  running={'THEOREM': 339, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[352] order5big_7098: THEOREM (60.2s)  running={'THEOREM': 340, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[353] order5big_7113: THEOREM (77.8s)  running={'THEOREM': 341, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[354] order5big_7130: THEOREM (60.6s)  running={'THEOREM': 342, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[355] order5big_7148: THEOREM (60.4s)  running={'THEOREM': 343, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[356] order5big_7160: THEOREM (60.3s)  running={'THEOREM': 344, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[357] order5big_7176: THEOREM (60.4s)  running={'THEOREM': 345, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[358] order5big_7193: THEOREM (60.3s)  running={'THEOREM': 346, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[359] order5big_7216: THEOREM (60.2s)  running={'THEOREM': 347, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[360] order5big_7237: THEOREM (60.6s)  running={'THEOREM': 348, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[361] order5big_7257: THEOREM (60.9s)  running={'THEOREM': 349, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[362] order5big_7279: THEOREM (60.2s)  running={'THEOREM': 350, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[363] order5big_7298: THEOREM (60.7s)  running={'THEOREM': 351, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[364] order5big_7319: THEOREM (62.0s)  running={'THEOREM': 352, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[365] order5big_7342: THEOREM (60.4s)  running={'THEOREM': 353, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[366] order5big_7361: THEOREM (3.1s)  running={'THEOREM': 354, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[367] order5big_7377: THEOREM (60.5s)  running={'THEOREM': 355, 'SOLVED_FMB': 8, 'HARD_NONLINEAR': 4}
[368] order5big_7400: SOLVED_FMB (0.1s)  running={'THEOREM': 355, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[369] order5big_7430: THEOREM (62.0s)  running={'THEOREM': 356, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[370] order5big_7458: THEOREM (60.5s)  running={'THEOREM': 357, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[371] order5big_7485: THEOREM (60.2s)  running={'THEOREM': 358, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[372] order5big_7504: THEOREM (60.7s)  running={'THEOREM': 359, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[373] order5big_7530: THEOREM (60.2s)  running={'THEOREM': 360, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[374] order5big_7552: THEOREM (60.2s)  running={'THEOREM': 361, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[375] order5big_7569: THEOREM (60.2s)  running={'THEOREM': 362, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[376] order5big_7586: THEOREM (1.5s)  running={'THEOREM': 363, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[377] order5big_7612: THEOREM (60.3s)  running={'THEOREM': 364, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[378] order5big_7626: THEOREM (60.2s)  running={'THEOREM': 365, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[379] order5big_7643: THEOREM (60.6s)  running={'THEOREM': 366, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[380] order5big_7680: THEOREM (60.2s)  running={'THEOREM': 367, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[381] order5big_7698: THEOREM (61.6s)  running={'THEOREM': 368, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[382] order5big_7720: THEOREM (60.2s)  running={'THEOREM': 369, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[383] order5big_7733: THEOREM (60.5s)  running={'THEOREM': 370, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[384] order5big_7745: THEOREM (60.5s)  running={'THEOREM': 371, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[385] order5big_7766: THEOREM (60.2s)  running={'THEOREM': 372, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[386] order5big_7783: THEOREM (60.2s)  running={'THEOREM': 373, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[387] order5big_7803: THEOREM (60.2s)  running={'THEOREM': 374, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[388] order5big_7820: THEOREM (60.2s)  running={'THEOREM': 375, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 4}
[389] order5big_7840: SOLVED_FMB (13.2s)  running={'THEOREM': 375, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[390] order5big_7865: THEOREM (72.3s)  running={'THEOREM': 376, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[391] order5big_7895: THEOREM (1.6s)  running={'THEOREM': 377, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[392] order5big_7919: THEOREM (61.2s)  running={'THEOREM': 378, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[393] order5big_7935: THEOREM (60.2s)  running={'THEOREM': 379, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[394] order5big_7966: THEOREM (60.2s)  running={'THEOREM': 380, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[395] order5big_7990: THEOREM (62.1s)  running={'THEOREM': 381, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[396] order5big_8009: THEOREM (60.2s)  running={'THEOREM': 382, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 4}
[397] order5big_8029: SOLVED_FMB (2.2s)  running={'THEOREM': 382, 'SOLVED_FMB': 11, 'HARD_NONLINEAR': 4}
[398] order5big_8049: THEOREM (60.2s)  running={'THEOREM': 383, 'SOLVED_FMB': 11, 'HARD_NONLINEAR': 4}
done: 398 new rows -> paper/results/bench_shard_2.jsonl; tiers={'THEOREM': 383, 'SOLVED_FMB': 11, 'HARD_NONLINEAR': 4}
