nohup: ignoring input
[1] order5big_0004: THEOREM (60.1s)  running={'THEOREM': 1}
[545] order5big_4356: LINEAR (0.0s)  running={'THEOREM': 215, 'LINEAR': 304, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 1}
[546] order5big_4364: THEOREM (76.0s)  running={'THEOREM': 216, 'LINEAR': 304, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 1}
[547] order5big_4372: LINEAR (0.0s)  running={'THEOREM': 216, 'LINEAR': 305, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 1}
[548] order5big_4380: THEOREM (60.2s)  running={'THEOREM': 217, 'LINEAR': 305, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 1}
[549] order5big_4388: THEOREM (60.2s)  running={'THEOREM': 218, 'LINEAR': 305, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 1}
[550] order5big_4396: LINEAR (0.0s)  running={'THEOREM': 218, 'LINEAR': 306, 'SOLVED_FMB': 25, 'HARD_NONLINEAR': 1}
[551] order5big_4404: SOLVED_FMB (0.3s)  running={'THEOREM': 218, 'LINEAR': 306, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[552] order5big_4412: LINEAR (0.0s)  running={'THEOREM': 218, 'LINEAR': 307, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[553] order5big_4420: LINEAR (0.0s)  running={'THEOREM': 218, 'LINEAR': 308, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[554] order5big_4428: THEOREM (77.5s)  running={'THEOREM': 219, 'LINEAR': 308, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[555] order5big_4436: LINEAR (0.0s)  running={'THEOREM': 219, 'LINEAR': 309, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[556] order5big_4444: LINEAR (0.0s)  running={'THEOREM': 219, 'LINEAR': 310, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[557] order5big_4452: LINEAR (0.0s)  running={'THEOREM': 219, 'LINEAR': 311, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[558] order5big_4460: LINEAR (0.0s)  running={'THEOREM': 219, 'LINEAR': 312, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[559] order5big_4468: THEOREM (60.2s)  running={'THEOREM': 220, 'LINEAR': 312, 'SOLVED_FMB': 26, 'HARD_NONLINEAR': 1}
[560] order5big_4476: SOLVED_FMB (1.1s)  running={'THEOREM': 220, 'LINEAR': 312, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[561] order5big_4484: LINEAR (0.0s)  running={'THEOREM': 220, 'LINEAR': 313, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[562] order5big_4492: LINEAR (0.0s)  running={'THEOREM': 220, 'LINEAR': 314, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[563] order5big_4500: THEOREM (60.5s)  running={'THEOREM': 221, 'LINEAR': 314, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[564] order5big_4508: LINEAR (0.0s)  running={'THEOREM': 221, 'LINEAR': 315, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[565] order5big_4516: LINEAR (0.0s)  running={'THEOREM': 221, 'LINEAR': 316, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[566] order5big_4524: LINEAR (0.0s)  running={'THEOREM': 221, 'LINEAR': 317, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[567] order5big_4532: THEOREM (60.2s)  running={'THEOREM': 222, 'LINEAR': 317, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[568] order5big_4540: LINEAR (0.0s)  running={'THEOREM': 222, 'LINEAR': 318, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[569] order5big_4548: LINEAR (0.0s)  running={'THEOREM': 222, 'LINEAR': 319, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[570] order5big_4556: LINEAR (0.0s)  running={'THEOREM': 222, 'LINEAR': 320, 'SOLVED_FMB': 27, 'HARD_NONLINEAR': 1}
[571] order5big_4564: SOLVED_FMB (0.1s)  running={'THEOREM': 222, 'LINEAR': 320, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[572] order5big_4572: LINEAR (0.0s)  running={'THEOREM': 222, 'LINEAR': 321, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[573] order5big_4580: LINEAR (0.0s)  running={'THEOREM': 222, 'LINEAR': 322, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[574] order5big_4588: THEOREM (60.2s)  running={'THEOREM': 223, 'LINEAR': 322, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[575] order5big_4596: LINEAR (0.0s)  running={'THEOREM': 223, 'LINEAR': 323, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[576] order5big_4604: LINEAR (0.0s)  running={'THEOREM': 223, 'LINEAR': 324, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[577] order5big_4612: LINEAR (0.0s)  running={'THEOREM': 223, 'LINEAR': 325, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[578] order5big_4620: LINEAR (0.0s)  running={'THEOREM': 223, 'LINEAR': 326, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[579] order5big_4628: THEOREM (60.7s)  running={'THEOREM': 224, 'LINEAR': 326, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[580] order5big_4636: LINEAR (0.0s)  running={'THEOREM': 224, 'LINEAR': 327, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[581] order5big_4644: LINEAR (0.0s)  running={'THEOREM': 224, 'LINEAR': 328, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[582] order5big_4652: LINEAR (0.0s)  running={'THEOREM': 224, 'LINEAR': 329, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[583] order5big_4660: THEOREM (72.7s)  running={'THEOREM': 225, 'LINEAR': 329, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[584] order5big_4668: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 330, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[585] order5big_4676: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 331, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[586] order5big_4684: THEOREM (20.8s)  running={'THEOREM': 226, 'LINEAR': 331, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[587] order5big_4692: LINEAR (0.0s)  running={'THEOREM': 226, 'LINEAR': 332, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[588] order5big_4700: THEOREM (60.2s)  running={'THEOREM': 227, 'LINEAR': 332, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[589] order5big_4708: THEOREM (60.2s)  running={'THEOREM': 228, 'LINEAR': 332, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[590] order5big_4716: THEOREM (60.2s)  running={'THEOREM': 229, 'LINEAR': 332, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[591] order5big_4724: LINEAR (0.0s)  running={'THEOREM': 229, 'LINEAR': 333, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[592] order5big_4732: LINEAR (0.0s)  running={'THEOREM': 229, 'LINEAR': 334, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[593] order5big_4740: THEOREM (60.2s)  running={'THEOREM': 230, 'LINEAR': 334, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[594] order5big_4748: THEOREM (60.2s)  running={'THEOREM': 231, 'LINEAR': 334, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[595] order5big_4756: LINEAR (0.0s)  running={'THEOREM': 231, 'LINEAR': 335, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[596] order5big_4764: LINEAR (0.0s)  running={'THEOREM': 231, 'LINEAR': 336, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[597] order5big_4772: LINEAR (0.0s)  running={'THEOREM': 231, 'LINEAR': 337, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[598] order5big_4780: THEOREM (60.1s)  running={'THEOREM': 232, 'LINEAR': 337, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[599] order5big_4788: LINEAR (0.0s)  running={'THEOREM': 232, 'LINEAR': 338, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[600] order5big_4796: THEOREM (60.2s)  running={'THEOREM': 233, 'LINEAR': 338, 'SOLVED_FMB': 28, 'HARD_NONLINEAR': 1}
[601] order5big_4804: SOLVED_FMB (0.2s)  running={'THEOREM': 233, 'LINEAR': 338, 'SOLVED_FMB': 29, 'HARD_NONLINEAR': 1}
[602] order5big_4812: LINEAR (0.0s)  running={'THEOREM': 233, 'LINEAR': 339, 'SOLVED_FMB': 29, 'HARD_NONLINEAR': 1}
[603] order5big_4820: SOLVED_FMB (0.3s)  running={'THEOREM': 233, 'LINEAR': 339, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[604] order5big_4828: LINEAR (0.0s)  running={'THEOREM': 233, 'LINEAR': 340, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[605] order5big_4836: THEOREM (61.2s)  running={'THEOREM': 234, 'LINEAR': 340, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[606] order5big_4844: THEOREM (60.2s)  running={'THEOREM': 235, 'LINEAR': 340, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[607] order5big_4852: THEOREM (60.2s)  running={'THEOREM': 236, 'LINEAR': 340, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[608] order5big_4860: LINEAR (0.0s)  running={'THEOREM': 236, 'LINEAR': 341, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[609] order5big_4868: THEOREM (60.2s)  running={'THEOREM': 237, 'LINEAR': 341, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[610] order5big_4876: LINEAR (0.0s)  running={'THEOREM': 237, 'LINEAR': 342, 'SOLVED_FMB': 30, 'HARD_NONLINEAR': 1}
[611] order5big_4884: SOLVED_FMB (0.4s)  running={'THEOREM': 237, 'LINEAR': 342, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[612] order5big_4892: LINEAR (0.0s)  running={'THEOREM': 237, 'LINEAR': 343, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[613] order5big_4900: THEOREM (60.2s)  running={'THEOREM': 238, 'LINEAR': 343, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[614] order5big_4908: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 344, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[615] order5big_4916: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 345, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[616] order5big_4924: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 346, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[617] order5big_4932: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 347, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[618] order5big_4940: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 348, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[619] order5big_4948: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 349, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[620] order5big_4956: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 350, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[621] order5big_4964: THEOREM (60.2s)  running={'THEOREM': 239, 'LINEAR': 350, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[622] order5big_4972: THEOREM (60.6s)  running={'THEOREM': 240, 'LINEAR': 350, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[623] order5big_4980: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 351, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[624] order5big_4988: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 352, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[625] order5big_4996: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 353, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[626] order5big_5004: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 354, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[627] order5big_5012: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 355, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[628] order5big_5020: THEOREM (60.2s)  running={'THEOREM': 241, 'LINEAR': 355, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[629] order5big_5028: LINEAR (0.0s)  running={'THEOREM': 241, 'LINEAR': 356, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[630] order5big_5036: LINEAR (0.0s)  running={'THEOREM': 241, 'LINEAR': 357, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[631] order5big_5044: THEOREM (60.2s)  running={'THEOREM': 242, 'LINEAR': 357, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[632] order5big_5052: LINEAR (0.0s)  running={'THEOREM': 242, 'LINEAR': 358, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[633] order5big_5060: LINEAR (0.0s)  running={'THEOREM': 242, 'LINEAR': 359, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[634] order5big_5068: LINEAR (0.0s)  running={'THEOREM': 242, 'LINEAR': 360, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[635] order5big_5076: LINEAR (0.0s)  running={'THEOREM': 242, 'LINEAR': 361, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[636] order5big_5084: LINEAR (0.0s)  running={'THEOREM': 242, 'LINEAR': 362, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[637] order5big_5092: LINEAR (0.0s)  running={'THEOREM': 242, 'LINEAR': 363, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[638] order5big_5100: LINEAR (0.0s)  running={'THEOREM': 242, 'LINEAR': 364, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[639] order5big_5108: THEOREM (83.6s)  running={'THEOREM': 243, 'LINEAR': 364, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[640] order5big_5116: LINEAR (0.0s)  running={'THEOREM': 243, 'LINEAR': 365, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[641] order5big_5124: THEOREM (60.2s)  running={'THEOREM': 244, 'LINEAR': 365, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[642] order5big_5132: LINEAR (0.0s)  running={'THEOREM': 244, 'LINEAR': 366, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[643] order5big_5140: LINEAR (0.0s)  running={'THEOREM': 244, 'LINEAR': 367, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[644] order5big_5148: LINEAR (0.0s)  running={'THEOREM': 244, 'LINEAR': 368, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[645] order5big_5156: LINEAR (0.0s)  running={'THEOREM': 244, 'LINEAR': 369, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[646] order5big_5164: LINEAR (0.0s)  running={'THEOREM': 244, 'LINEAR': 370, 'SOLVED_FMB': 31, 'HARD_NONLINEAR': 1}
[647] order5big_5172: SOLVED_FMB (0.1s)  running={'THEOREM': 244, 'LINEAR': 370, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[648] order5big_5180: THEOREM (60.5s)  running={'THEOREM': 245, 'LINEAR': 370, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[649] order5big_5188: LINEAR (0.0s)  running={'THEOREM': 245, 'LINEAR': 371, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[650] order5big_5196: LINEAR (0.0s)  running={'THEOREM': 245, 'LINEAR': 372, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[651] order5big_5204: THEOREM (60.5s)  running={'THEOREM': 246, 'LINEAR': 372, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[652] order5big_5212: THEOREM (60.6s)  running={'THEOREM': 247, 'LINEAR': 372, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[653] order5big_5220: LINEAR (0.0s)  running={'THEOREM': 247, 'LINEAR': 373, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[654] order5big_5228: THEOREM (60.5s)  running={'THEOREM': 248, 'LINEAR': 373, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[655] order5big_5236: LINEAR (0.0s)  running={'THEOREM': 248, 'LINEAR': 374, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[656] order5big_5244: THEOREM (60.1s)  running={'THEOREM': 249, 'LINEAR': 374, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[657] order5big_5252: LINEAR (0.0s)  running={'THEOREM': 249, 'LINEAR': 375, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[658] order5big_5260: THEOREM (60.8s)  running={'THEOREM': 250, 'LINEAR': 375, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[659] order5big_5268: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 376, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[660] order5big_5276: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 377, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[661] order5big_5284: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 378, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[662] order5big_5292: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 379, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[663] order5big_5300: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 380, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[664] order5big_5308: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 381, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[665] order5big_5316: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 382, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[666] order5big_5324: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 383, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[667] order5big_5332: THEOREM (60.2s)  running={'THEOREM': 251, 'LINEAR': 383, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[668] order5big_5340: LINEAR (0.0s)  running={'THEOREM': 251, 'LINEAR': 384, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[669] order5big_5348: LINEAR (0.0s)  running={'THEOREM': 251, 'LINEAR': 385, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[670] order5big_5356: LINEAR (0.0s)  running={'THEOREM': 251, 'LINEAR': 386, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[671] order5big_5364: THEOREM (60.4s)  running={'THEOREM': 252, 'LINEAR': 386, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[672] order5big_5372: THEOREM (60.4s)  running={'THEOREM': 253, 'LINEAR': 386, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[673] order5big_5380: LINEAR (0.0s)  running={'THEOREM': 253, 'LINEAR': 387, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[674] order5big_5388: THEOREM (60.2s)  running={'THEOREM': 254, 'LINEAR': 387, 'SOLVED_FMB': 32, 'HARD_NONLINEAR': 1}
[675] order5big_5396: SOLVED_FMB (2.0s)  running={'THEOREM': 254, 'LINEAR': 387, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[676] order5big_5404: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 388, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[677] order5big_5412: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 389, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[678] order5big_5420: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 390, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[679] order5big_5428: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 391, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[680] order5big_5436: THEOREM (20.1s)  running={'THEOREM': 255, 'LINEAR': 391, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[681] order5big_5444: THEOREM (61.9s)  running={'THEOREM': 256, 'LINEAR': 391, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[682] order5big_5452: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 392, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[683] order5big_5460: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 393, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[684] order5big_5468: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 394, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[685] order5big_5476: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 395, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[686] order5big_5484: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 396, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[687] order5big_5492: SOLVED_FMB (0.2s)  running={'THEOREM': 256, 'LINEAR': 396, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[688] order5big_5500: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 397, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[689] order5big_5508: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 398, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[690] order5big_5516: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 399, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[691] order5big_5524: THEOREM (60.2s)  running={'THEOREM': 257, 'LINEAR': 399, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[692] order5big_5532: LINEAR (0.0s)  running={'THEOREM': 257, 'LINEAR': 400, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[693] order5big_5540: LINEAR (0.0s)  running={'THEOREM': 257, 'LINEAR': 401, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[694] order5big_5548: SOLVED_FMB (0.2s)  running={'THEOREM': 257, 'LINEAR': 401, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[695] order5big_5556: THEOREM (72.9s)  running={'THEOREM': 258, 'LINEAR': 401, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[696] order5big_5564: LINEAR (0.0s)  running={'THEOREM': 258, 'LINEAR': 402, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[697] order5big_5572: THEOREM (60.3s)  running={'THEOREM': 259, 'LINEAR': 402, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[698] order5big_5580: LINEAR (0.0s)  running={'THEOREM': 259, 'LINEAR': 403, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[699] order5big_5588: THEOREM (60.3s)  running={'THEOREM': 260, 'LINEAR': 403, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[700] order5big_5596: THEOREM (72.7s)  running={'THEOREM': 261, 'LINEAR': 403, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[701] order5big_5604: THEOREM (60.2s)  running={'THEOREM': 262, 'LINEAR': 403, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[702] order5big_5612: THEOREM (60.7s)  running={'THEOREM': 263, 'LINEAR': 403, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[703] order5big_5620: THEOREM (60.2s)  running={'THEOREM': 264, 'LINEAR': 403, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[704] order5big_5628: LINEAR (0.0s)  running={'THEOREM': 264, 'LINEAR': 404, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[705] order5big_5636: THEOREM (60.4s)  running={'THEOREM': 265, 'LINEAR': 404, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[706] order5big_5644: LINEAR (0.0s)  running={'THEOREM': 265, 'LINEAR': 405, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[707] order5big_5652: THEOREM (60.2s)  running={'THEOREM': 266, 'LINEAR': 405, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[708] order5big_5660: SOLVED_FMB (16.0s)  running={'THEOREM': 266, 'LINEAR': 405, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[709] order5big_5668: LINEAR (0.0s)  running={'THEOREM': 266, 'LINEAR': 406, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[710] order5big_5676: THEOREM (101.0s)  running={'THEOREM': 267, 'LINEAR': 406, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[711] order5big_5684: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 407, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[712] order5big_5692: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 408, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[713] order5big_5700: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 409, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[714] order5big_5708: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 410, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[715] order5big_5716: THEOREM (60.2s)  running={'THEOREM': 268, 'LINEAR': 410, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[716] order5big_5724: LINEAR (0.0s)  running={'THEOREM': 268, 'LINEAR': 411, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[717] order5big_5732: LINEAR (0.0s)  running={'THEOREM': 268, 'LINEAR': 412, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[718] order5big_5740: LINEAR (0.0s)  running={'THEOREM': 268, 'LINEAR': 413, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[719] order5big_5748: THEOREM (60.2s)  running={'THEOREM': 269, 'LINEAR': 413, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[720] order5big_5756: LINEAR (0.0s)  running={'THEOREM': 269, 'LINEAR': 414, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[721] order5big_5764: LINEAR (0.0s)  running={'THEOREM': 269, 'LINEAR': 415, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[722] order5big_5772: THEOREM (73.0s)  running={'THEOREM': 270, 'LINEAR': 415, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
