nohup: ignoring input
[1] order5big_0005: LINEAR (0.0s)  running={'LINEAR': 1}
[485] order5big_3877: THEOREM (60.9s)  running={'LINEAR': 263, 'THEOREM': 206, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[486] order5big_3885: LINEAR (0.0s)  running={'LINEAR': 264, 'THEOREM': 206, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[487] order5big_3893: THEOREM (60.2s)  running={'LINEAR': 264, 'THEOREM': 207, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[488] order5big_3901: THEOREM (60.2s)  running={'LINEAR': 264, 'THEOREM': 208, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[489] order5big_3909: LINEAR (0.0s)  running={'LINEAR': 265, 'THEOREM': 208, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[490] order5big_3917: THEOREM (60.1s)  running={'LINEAR': 265, 'THEOREM': 209, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[491] order5big_3925: LINEAR (0.0s)  running={'LINEAR': 266, 'THEOREM': 209, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[492] order5big_3933: LINEAR (0.0s)  running={'LINEAR': 267, 'THEOREM': 209, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 2}
[493] order5big_3941: SOLVED_FMB (0.1s)  running={'LINEAR': 267, 'THEOREM': 209, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[494] order5big_3949: LINEAR (0.0s)  running={'LINEAR': 268, 'THEOREM': 209, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[495] order5big_3957: LINEAR (0.0s)  running={'LINEAR': 269, 'THEOREM': 209, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[496] order5big_3965: LINEAR (0.0s)  running={'LINEAR': 270, 'THEOREM': 209, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[497] order5big_3973: THEOREM (60.2s)  running={'LINEAR': 270, 'THEOREM': 210, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[498] order5big_3981: LINEAR (0.0s)  running={'LINEAR': 271, 'THEOREM': 210, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[499] order5big_3989: THEOREM (60.2s)  running={'LINEAR': 271, 'THEOREM': 211, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[500] order5big_3997: THEOREM (0.2s)  running={'LINEAR': 271, 'THEOREM': 212, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[501] order5big_4005: LINEAR (0.0s)  running={'LINEAR': 272, 'THEOREM': 212, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[502] order5big_4013: THEOREM (60.2s)  running={'LINEAR': 272, 'THEOREM': 213, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[503] order5big_4021: LINEAR (0.0s)  running={'LINEAR': 273, 'THEOREM': 213, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[504] order5big_4029: LINEAR (0.0s)  running={'LINEAR': 274, 'THEOREM': 213, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[505] order5big_4037: THEOREM (72.1s)  running={'LINEAR': 274, 'THEOREM': 214, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[506] order5big_4045: THEOREM (60.2s)  running={'LINEAR': 274, 'THEOREM': 215, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[507] order5big_4053: LINEAR (0.0s)  running={'LINEAR': 275, 'THEOREM': 215, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[508] order5big_4061: LINEAR (0.0s)  running={'LINEAR': 276, 'THEOREM': 215, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[509] order5big_4069: THEOREM (60.2s)  running={'LINEAR': 276, 'THEOREM': 216, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[510] order5big_4077: LINEAR (0.0s)  running={'LINEAR': 277, 'THEOREM': 216, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[511] order5big_4085: LINEAR (0.0s)  running={'LINEAR': 278, 'THEOREM': 216, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[512] order5big_4093: LINEAR (0.0s)  running={'LINEAR': 279, 'THEOREM': 216, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[513] order5big_4101: THEOREM (60.3s)  running={'LINEAR': 279, 'THEOREM': 217, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[514] order5big_4109: THEOREM (60.5s)  running={'LINEAR': 279, 'THEOREM': 218, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[515] order5big_4117: LINEAR (0.0s)  running={'LINEAR': 280, 'THEOREM': 218, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[516] order5big_4125: THEOREM (0.4s)  running={'LINEAR': 280, 'THEOREM': 219, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[517] order5big_4133: LINEAR (0.0s)  running={'LINEAR': 281, 'THEOREM': 219, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[518] order5big_4141: THEOREM (60.2s)  running={'LINEAR': 281, 'THEOREM': 220, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[519] order5big_4149: THEOREM (60.1s)  running={'LINEAR': 281, 'THEOREM': 221, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[520] order5big_4157: THEOREM (60.2s)  running={'LINEAR': 281, 'THEOREM': 222, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[521] order5big_4165: THEOREM (60.2s)  running={'LINEAR': 281, 'THEOREM': 223, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[522] order5big_4173: THEOREM (60.2s)  running={'LINEAR': 281, 'THEOREM': 224, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[523] order5big_4181: THEOREM (60.2s)  running={'LINEAR': 281, 'THEOREM': 225, 'SOLVED_FMB': 15, 'HARD_NONLINEAR': 2}
[524] order5big_4189: SOLVED_FMB (1.2s)  running={'LINEAR': 281, 'THEOREM': 225, 'SOLVED_FMB': 16, 'HARD_NONLINEAR': 2}
[525] order5big_4197: LINEAR (0.0s)  running={'LINEAR': 282, 'THEOREM': 225, 'SOLVED_FMB': 16, 'HARD_NONLINEAR': 2}
[526] order5big_4205: LINEAR (0.0s)  running={'LINEAR': 283, 'THEOREM': 225, 'SOLVED_FMB': 16, 'HARD_NONLINEAR': 2}
[527] order5big_4213: SOLVED_FMB (1.0s)  running={'LINEAR': 283, 'THEOREM': 225, 'SOLVED_FMB': 17, 'HARD_NONLINEAR': 2}
[528] order5big_4221: THEOREM (62.8s)  running={'LINEAR': 283, 'THEOREM': 226, 'SOLVED_FMB': 17, 'HARD_NONLINEAR': 2}
[529] order5big_4229: THEOREM (60.4s)  running={'LINEAR': 283, 'THEOREM': 227, 'SOLVED_FMB': 17, 'HARD_NONLINEAR': 2}
[530] order5big_4237: THEOREM (60.5s)  running={'LINEAR': 283, 'THEOREM': 228, 'SOLVED_FMB': 17, 'HARD_NONLINEAR': 2}
[531] order5big_4245: THEOREM (60.2s)  running={'LINEAR': 283, 'THEOREM': 229, 'SOLVED_FMB': 17, 'HARD_NONLINEAR': 2}
[532] order5big_4253: SOLVED_FMB (2.0s)  running={'LINEAR': 283, 'THEOREM': 229, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[533] order5big_4261: THEOREM (60.1s)  running={'LINEAR': 283, 'THEOREM': 230, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[534] order5big_4269: LINEAR (0.0s)  running={'LINEAR': 284, 'THEOREM': 230, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[535] order5big_4277: THEOREM (60.2s)  running={'LINEAR': 284, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[536] order5big_4285: LINEAR (0.0s)  running={'LINEAR': 285, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[537] order5big_4293: LINEAR (0.0s)  running={'LINEAR': 286, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[538] order5big_4301: LINEAR (0.0s)  running={'LINEAR': 287, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[539] order5big_4309: LINEAR (0.0s)  running={'LINEAR': 288, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[540] order5big_4317: LINEAR (0.0s)  running={'LINEAR': 289, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[541] order5big_4325: LINEAR (0.0s)  running={'LINEAR': 290, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[542] order5big_4333: LINEAR (0.0s)  running={'LINEAR': 291, 'THEOREM': 231, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[543] order5big_4341: THEOREM (60.2s)  running={'LINEAR': 291, 'THEOREM': 232, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[544] order5big_4349: LINEAR (0.0s)  running={'LINEAR': 292, 'THEOREM': 232, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[545] order5big_4357: LINEAR (0.0s)  running={'LINEAR': 293, 'THEOREM': 232, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[546] order5big_4365: THEOREM (60.4s)  running={'LINEAR': 293, 'THEOREM': 233, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[547] order5big_4373: THEOREM (60.6s)  running={'LINEAR': 293, 'THEOREM': 234, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[548] order5big_4381: THEOREM (60.2s)  running={'LINEAR': 293, 'THEOREM': 235, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[549] order5big_4389: THEOREM (60.1s)  running={'LINEAR': 293, 'THEOREM': 236, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[550] order5big_4397: LINEAR (0.0s)  running={'LINEAR': 294, 'THEOREM': 236, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[551] order5big_4405: THEOREM (60.2s)  running={'LINEAR': 294, 'THEOREM': 237, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[552] order5big_4413: LINEAR (0.0s)  running={'LINEAR': 295, 'THEOREM': 237, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[553] order5big_4421: LINEAR (0.0s)  running={'LINEAR': 296, 'THEOREM': 237, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[554] order5big_4429: LINEAR (0.0s)  running={'LINEAR': 297, 'THEOREM': 237, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[555] order5big_4437: THEOREM (62.5s)  running={'LINEAR': 297, 'THEOREM': 238, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[556] order5big_4445: THEOREM (60.2s)  running={'LINEAR': 297, 'THEOREM': 239, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[557] order5big_4453: THEOREM (60.2s)  running={'LINEAR': 297, 'THEOREM': 240, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[558] order5big_4461: LINEAR (0.0s)  running={'LINEAR': 298, 'THEOREM': 240, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[559] order5big_4469: THEOREM (60.2s)  running={'LINEAR': 298, 'THEOREM': 241, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[560] order5big_4477: THEOREM (60.6s)  running={'LINEAR': 298, 'THEOREM': 242, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[561] order5big_4485: THEOREM (61.0s)  running={'LINEAR': 298, 'THEOREM': 243, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[562] order5big_4493: THEOREM (64.0s)  running={'LINEAR': 298, 'THEOREM': 244, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[563] order5big_4501: LINEAR (0.0s)  running={'LINEAR': 299, 'THEOREM': 244, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[564] order5big_4509: LINEAR (0.0s)  running={'LINEAR': 300, 'THEOREM': 244, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[565] order5big_4517: THEOREM (60.2s)  running={'LINEAR': 300, 'THEOREM': 245, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[566] order5big_4525: THEOREM (62.3s)  running={'LINEAR': 300, 'THEOREM': 246, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[567] order5big_4533: THEOREM (90.9s)  running={'LINEAR': 300, 'THEOREM': 247, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[568] order5big_4541: LINEAR (0.0s)  running={'LINEAR': 301, 'THEOREM': 247, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[569] order5big_4549: LINEAR (0.0s)  running={'LINEAR': 302, 'THEOREM': 247, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[570] order5big_4557: THEOREM (60.1s)  running={'LINEAR': 302, 'THEOREM': 248, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[571] order5big_4565: THEOREM (73.0s)  running={'LINEAR': 302, 'THEOREM': 249, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[572] order5big_4573: LINEAR (0.0s)  running={'LINEAR': 303, 'THEOREM': 249, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[573] order5big_4581: LINEAR (0.0s)  running={'LINEAR': 304, 'THEOREM': 249, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[574] order5big_4589: THEOREM (1.5s)  running={'LINEAR': 304, 'THEOREM': 250, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[575] order5big_4597: THEOREM (72.9s)  running={'LINEAR': 304, 'THEOREM': 251, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[576] order5big_4605: THEOREM (60.2s)  running={'LINEAR': 304, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[577] order5big_4613: LINEAR (0.0s)  running={'LINEAR': 305, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[578] order5big_4621: LINEAR (0.0s)  running={'LINEAR': 306, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[579] order5big_4629: LINEAR (0.0s)  running={'LINEAR': 307, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[580] order5big_4637: LINEAR (0.0s)  running={'LINEAR': 308, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[581] order5big_4645: LINEAR (0.0s)  running={'LINEAR': 309, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[582] order5big_4653: LINEAR (0.0s)  running={'LINEAR': 310, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[583] order5big_4661: LINEAR (0.0s)  running={'LINEAR': 311, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[584] order5big_4669: LINEAR (0.0s)  running={'LINEAR': 312, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[585] order5big_4677: LINEAR (0.0s)  running={'LINEAR': 313, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[586] order5big_4685: LINEAR (0.0s)  running={'LINEAR': 314, 'THEOREM': 252, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[587] order5big_4693: THEOREM (60.2s)  running={'LINEAR': 314, 'THEOREM': 253, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[588] order5big_4701: LINEAR (0.0s)  running={'LINEAR': 315, 'THEOREM': 253, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[589] order5big_4709: LINEAR (0.0s)  running={'LINEAR': 316, 'THEOREM': 253, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[590] order5big_4717: THEOREM (60.2s)  running={'LINEAR': 316, 'THEOREM': 254, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[591] order5big_4725: THEOREM (60.2s)  running={'LINEAR': 316, 'THEOREM': 255, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[592] order5big_4733: LINEAR (0.0s)  running={'LINEAR': 317, 'THEOREM': 255, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[593] order5big_4741: THEOREM (60.4s)  running={'LINEAR': 317, 'THEOREM': 256, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[594] order5big_4749: LINEAR (0.0s)  running={'LINEAR': 318, 'THEOREM': 256, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[595] order5big_4757: LINEAR (0.0s)  running={'LINEAR': 319, 'THEOREM': 256, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[596] order5big_4765: LINEAR (0.0s)  running={'LINEAR': 320, 'THEOREM': 256, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[597] order5big_4773: LINEAR (0.0s)  running={'LINEAR': 321, 'THEOREM': 256, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[598] order5big_4781: LINEAR (0.0s)  running={'LINEAR': 322, 'THEOREM': 256, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[599] order5big_4789: LINEAR (0.0s)  running={'LINEAR': 323, 'THEOREM': 256, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[600] order5big_4797: THEOREM (60.2s)  running={'LINEAR': 323, 'THEOREM': 257, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[601] order5big_4805: THEOREM (60.3s)  running={'LINEAR': 323, 'THEOREM': 258, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[602] order5big_4813: LINEAR (0.0s)  running={'LINEAR': 324, 'THEOREM': 258, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[603] order5big_4821: LINEAR (0.0s)  running={'LINEAR': 325, 'THEOREM': 258, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[604] order5big_4829: LINEAR (0.0s)  running={'LINEAR': 326, 'THEOREM': 258, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[605] order5big_4837: LINEAR (0.0s)  running={'LINEAR': 327, 'THEOREM': 258, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[606] order5big_4845: LINEAR (0.0s)  running={'LINEAR': 328, 'THEOREM': 258, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[607] order5big_4853: THEOREM (60.2s)  running={'LINEAR': 328, 'THEOREM': 259, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[608] order5big_4861: LINEAR (0.0s)  running={'LINEAR': 329, 'THEOREM': 259, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[609] order5big_4869: THEOREM (60.2s)  running={'LINEAR': 329, 'THEOREM': 260, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[610] order5big_4877: THEOREM (60.2s)  running={'LINEAR': 329, 'THEOREM': 261, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[611] order5big_4885: THEOREM (60.1s)  running={'LINEAR': 329, 'THEOREM': 262, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[612] order5big_4893: THEOREM (60.6s)  running={'LINEAR': 329, 'THEOREM': 263, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[613] order5big_4901: THEOREM (60.5s)  running={'LINEAR': 329, 'THEOREM': 264, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[614] order5big_4909: LINEAR (0.0s)  running={'LINEAR': 330, 'THEOREM': 264, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[615] order5big_4917: LINEAR (0.0s)  running={'LINEAR': 331, 'THEOREM': 264, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[616] order5big_4925: LINEAR (0.0s)  running={'LINEAR': 332, 'THEOREM': 264, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[617] order5big_4933: THEOREM (60.2s)  running={'LINEAR': 332, 'THEOREM': 265, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[618] order5big_4941: LINEAR (0.0s)  running={'LINEAR': 333, 'THEOREM': 265, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[619] order5big_4949: LINEAR (0.0s)  running={'LINEAR': 334, 'THEOREM': 265, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[620] order5big_4957: LINEAR (0.0s)  running={'LINEAR': 335, 'THEOREM': 265, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[621] order5big_4965: LINEAR (0.0s)  running={'LINEAR': 336, 'THEOREM': 265, 'SOLVED_FMB': 18, 'HARD_NONLINEAR': 2}
[622] order5big_4973: SOLVED_FMB (17.3s)  running={'LINEAR': 336, 'THEOREM': 265, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 2}
[623] order5big_4981: THEOREM (60.2s)  running={'LINEAR': 336, 'THEOREM': 266, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 2}
[624] order5big_4989: LINEAR (0.0s)  running={'LINEAR': 337, 'THEOREM': 266, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 2}
[625] order5big_4997: LINEAR (0.0s)  running={'LINEAR': 338, 'THEOREM': 266, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 2}
[626] order5big_5005: LINEAR (0.0s)  running={'LINEAR': 339, 'THEOREM': 266, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 2}
[627] order5big_5013: LINEAR (0.0s)  running={'LINEAR': 340, 'THEOREM': 266, 'SOLVED_FMB': 19, 'HARD_NONLINEAR': 2}
[628] order5big_5021: SOLVED_FMB (1.1s)  running={'LINEAR': 340, 'THEOREM': 266, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[629] order5big_5029: THEOREM (60.1s)  running={'LINEAR': 340, 'THEOREM': 267, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[630] order5big_5037: LINEAR (0.0s)  running={'LINEAR': 341, 'THEOREM': 267, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[631] order5big_5045: LINEAR (0.0s)  running={'LINEAR': 342, 'THEOREM': 267, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[632] order5big_5053: THEOREM (60.2s)  running={'LINEAR': 342, 'THEOREM': 268, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[633] order5big_5061: THEOREM (60.2s)  running={'LINEAR': 342, 'THEOREM': 269, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[634] order5big_5069: LINEAR (0.0s)  running={'LINEAR': 343, 'THEOREM': 269, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[635] order5big_5077: LINEAR (0.0s)  running={'LINEAR': 344, 'THEOREM': 269, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[636] order5big_5085: THEOREM (60.5s)  running={'LINEAR': 344, 'THEOREM': 270, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[637] order5big_5093: LINEAR (0.0s)  running={'LINEAR': 345, 'THEOREM': 270, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[638] order5big_5101: LINEAR (0.0s)  running={'LINEAR': 346, 'THEOREM': 270, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[639] order5big_5109: LINEAR (0.0s)  running={'LINEAR': 347, 'THEOREM': 270, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[640] order5big_5117: THEOREM (60.2s)  running={'LINEAR': 347, 'THEOREM': 271, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[641] order5big_5125: LINEAR (0.0s)  running={'LINEAR': 348, 'THEOREM': 271, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[642] order5big_5133: THEOREM (60.2s)  running={'LINEAR': 348, 'THEOREM': 272, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[643] order5big_5141: LINEAR (0.0s)  running={'LINEAR': 349, 'THEOREM': 272, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[644] order5big_5149: THEOREM (60.4s)  running={'LINEAR': 349, 'THEOREM': 273, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[645] order5big_5157: LINEAR (0.0s)  running={'LINEAR': 350, 'THEOREM': 273, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[646] order5big_5165: LINEAR (0.0s)  running={'LINEAR': 351, 'THEOREM': 273, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[647] order5big_5173: LINEAR (0.0s)  running={'LINEAR': 352, 'THEOREM': 273, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[648] order5big_5181: LINEAR (0.0s)  running={'LINEAR': 353, 'THEOREM': 273, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[649] order5big_5189: LINEAR (0.0s)  running={'LINEAR': 354, 'THEOREM': 273, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[650] order5big_5197: LINEAR (0.0s)  running={'LINEAR': 355, 'THEOREM': 273, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[651] order5big_5205: THEOREM (60.2s)  running={'LINEAR': 355, 'THEOREM': 274, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[652] order5big_5213: THEOREM (60.2s)  running={'LINEAR': 355, 'THEOREM': 275, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[653] order5big_5221: LINEAR (0.0s)  running={'LINEAR': 356, 'THEOREM': 275, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[654] order5big_5229: LINEAR (0.0s)  running={'LINEAR': 357, 'THEOREM': 275, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[655] order5big_5237: LINEAR (0.0s)  running={'LINEAR': 358, 'THEOREM': 275, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 2}
[656] order5big_5245: HARD_NONLINEAR (120.1s)  running={'LINEAR': 358, 'THEOREM': 275, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 3}
[657] order5big_5253: THEOREM (60.2s)  running={'LINEAR': 358, 'THEOREM': 276, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 3}
[658] order5big_5261: LINEAR (0.0s)  running={'LINEAR': 359, 'THEOREM': 276, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 3}
[659] order5big_5269: LINEAR (0.0s)  running={'LINEAR': 360, 'THEOREM': 276, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 3}
[660] order5big_5277: LINEAR (0.0s)  running={'LINEAR': 361, 'THEOREM': 276, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 3}
[661] order5big_5285: LINEAR (0.0s)  running={'LINEAR': 362, 'THEOREM': 276, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 3}
[662] order5big_5293: LINEAR (0.0s)  running={'LINEAR': 363, 'THEOREM': 276, 'SOLVED_FMB': 20, 'HARD_NONLINEAR': 3}
